NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
INDUSTRIAL MOMENTUM,19933T,9534432,PCGO,116.26,112.76,17.8,10.5,7.8,6693,3441,10049,https://www.vesselfinder.com/vessels/details/9534432
RIKKE B,16863G,9574315,General cargo ship,88.3,83.44,12.9,5.4,1512,2588,1418,3500,https://www.vesselfinder.com/vessels/details/9574315
POZONI,42479A,9518426,General cargo ship,89.92,84.4,14.02,7.15,5.96,2997,1598,4705,https://www.vesselfinder.com/vessels/details/9518426
ADRIATIC,37449H,9944871,Roll on - Roll off cargo ship,108.25,100.55,14,10,5.52,3636,1090,4514,https://www.vesselfinder.com/vessels/details/9944871
BBC NORFOLK,15863U,9559884,General cargo ship,132.2,124.56,15.87,9.65,7.78,6351,3617,9677,https://www.vesselfinder.com/vessels/details/9559884
MARIA ELISE,14005A,9534250,General cargo ship,114.4,108.3,14.4,8.1,6.04,4255,2341,6050,https://www.vesselfinder.com/vessels/details/9534250
PATRIOT SW,13641E,9532848,General cargo ship,127.82,119.83,19.6,11,8.23,7271,4859,12611,https://www.vesselfinder.com/vessels/details/9532848
POOLGRACHT,41576T,9448360,General cargo ship,168.6,155.79,25.2,13.85,9.5,17644,6617,19382,https://www.vesselfinder.com/vessels/details/9448360
EEMS STAR,11629S,9421659,General cargo ship,83.2,11.45,5.85,4.26,1599,1862,2600,87.27,https://www.vesselfinder.com/vessels/details/9421659
FRANZISKA,32353T,9535618,General cargo ship,136.8,18.25,10.3,7.4,2613,8059,10872,145.63,https://www.vesselfinder.com/vessels/details/9535618
BAK 8,39H590,8938423,Landing craft,71.2,66.02,16,4.8,3.7,1537,461,2500,https://www.vesselfinder.com/vessels/details/8938423
KAREWOOD STAR,41211W,9363986,General cargo ship,127.3,122.4,16.6,6.7,18.49,5197,2796,6315,https://www.vesselfinder.com/vessels/details/9363986
BUSHRA,33887L,9850252,Deck ship,64,60.3,14,3.65,2.7,929,278,1097,https://www.vesselfinder.com/vessels/details/9850252
CELTIC CRUSADER,15336W,9521370,General cargo ship,101.15,96.14,14.4,8.5,6.15,3603,1910,5500,https://www.vesselfinder.com/vessels/details/9521370
MUAZZEZ K,03413M,9280225,General cargo ship,86.99,79.49,13.5,5.78,1426,2655,1205,3470,https://www.vesselfinder.com/vessels/details/9280225
F LANA,40155Y,9328613,General cargo ship,119.54,20.41,10,775,2622,7578,3553,8508,https://www.vesselfinder.com/vessels/details/9328613
DANUM 5,03766V,9305518,Deck ship,71.2,16,4.8,3.5,1313,1687,506,78.1,https://www.vesselfinder.com/vessels/details/9305518
META ONE,17279J,9113056,General cargo ship,102.83,97.2,15.85,8.1,6.4,3893,2533,5820,https://www.vesselfinder.com/vessels/details/9113056
PRINSENGRACHT,41573Q,9448372,General cargo ship,168.6,155.79,25.2,13.85,9.5,17644,6617,19866,https://www.vesselfinder.com/vessels/details/9448372
MARIETJE DEBORAH,13494U,9481594,General cargo ship,126.13,121.93,15.2,7.07,2445,5418,2696,8486,https://www.vesselfinder.com/vessels/details/9481594
EEMSLIFT NELLI,22716T,9671462,PCUT,111.6,102,16.8,9.3,5.94,5460,1638,4428,https://www.vesselfinder.com/vessels/details/9671462
WILSON PALDISKI,08898Y,9373527,General cargo ship,89.8,84.7,14.5,7.35,6.3,2990,1686,5000,https://www.vesselfinder.com/vessels/details/9373527
MURUETA,16373Y,9567269,Cargo / Container ship,118.79,113.03,15.3,9.85,7.06,4951,2384,7850,https://www.vesselfinder.com/vessels/details/9567269
CEG GALAXY,23879H,8516263,YLPF,63,59.54,11.3,5.7,3.69,1212,482,1318,https://www.vesselfinder.com/vessels/details/8516263
EEMS DUBLIN,19882N,9613642,PCKG,107.95,99.67,16,9.3,6.45,5198,1997,6555,https://www.vesselfinder.com/vessels/details/9613642
ARKLOW MEADOW,12643U,9440277,General cargo ship,136.5,128.74,21,11.4,8.48,9758,5240,15008,https://www.vesselfinder.com/vessels/details/9440277
FAST SUS,39U532,9136096,ONEO,89.98,84.98,12.5,6,4.65,2055,1117,3268,https://www.vesselfinder.com/vessels/details/9136096
ARKLOW WIND,31789F,9818943,General cargo ship,149.5,145.5,19.25,12,8.59,9999,5155,16861,https://www.vesselfinder.com/vessels/details/9818943
LIAMARE,08706Q,9166481,PBBH,107.05,100.9,15,8.3,6.24,4112,2267,5842,https://www.vesselfinder.com/vessels/details/9166481
KAPTAN CEVDET,38B411,9005895,Cargo ship,80.52,73.48,11,6.5,4.65,1572,1114,2751,https://www.vesselfinder.com/vessels/details/9005895
ARKLOW FIELD,15498X,9527673,General cargo ship,89.95,84.98,14.4,7.35,6.27,2998,1673,4972,https://www.vesselfinder.com/vessels/details/9527673
FONNLAND,12798N,9041306,General cargo ship,84.84,81.16,16,8,6,2416,1358,3601,https://www.vesselfinder.com/vessels/details/9041306
MISSOURIBORG,01398W,9228978,General cargo ship,134.5,127.2,16.5,9.8,7.4,6585,3691,9686,https://www.vesselfinder.com/vessels/details/9228978
FLORETGRACHT,42125Q,9507611,PBNS,137.07,128.94,18.9,11.65,8.52,8620,4317,12067,https://www.vesselfinder.com/vessels/details/9507611
CARIBE NAVIGATOR,15074M,9116204,Container ship,99.98,95.08,16.74,7.63,5.96,2996,1398,4602,https://www.vesselfinder.com/vessels/details/9116204
