NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
FLORAGRACHT,42128T,9509968,General cargo ship,136.64,128.94,18.9,11.65,8.52,8620,4398,12178,https://www.vesselfinder.com/vessels/details/9509968
SEVKETTIN SONAY,07593F,9334313,General cargo ship,143.41,134,21.7,11.1,9,9490,4640,14888,https://www.vesselfinder.com/vessels/details/9334313
CEG UNIVERSE,37C791,8709767,YLOQ,64.33,60,10.5,4,3.39,852,490,1275,https://www.vesselfinder.com/vessels/details/8709767
NORDBORG,39L938,9148180,PIBU,89.1,83.69,13.3,7.15,6.02,2780,1563,4170,https://www.vesselfinder.com/vessels/details/9148180
PETROBULK 1,25393D,9643257,Oil tanker,139.4,136.93,16.6,5.02,1592,5795,3363,7721,https://www.vesselfinder.com/vessels/details/9643257
MARJATTA,10463A,9345374,General cargo ship,82.5,79.54,12.6,6.8,5.43,2474,1464,3481,https://www.vesselfinder.com/vessels/details/9345374
GOOTEBORG,20995X,9518256,PCLD,96.67,13.35,9.1,6.15,2960,3739,5200,99.99,https://www.vesselfinder.com/vessels/details/9518256
TITTERI,31725L,9685085,General cargo ship,131,21.4,41,8.05,2965,9719,11815,138,https://www.vesselfinder.com/vessels/details/9685085
KHERRATA,28382C,9646455,General cargo ship,130,21,11,8,3018,9627,12344,138.48,https://www.vesselfinder.com/vessels/details/9646455
VECTIS PRIDE,25727R,9626132,Multi-purpose cargo ship,123.95,121.7,17.4,11.4,8.46,7227,3494,11183,https://www.vesselfinder.com/vessels/details/9626132
O7 LAFITE,24811V,9534482,General cargo ship,116.26,112.76,17.8,10.5,7.82,6693,3441,10049,https://www.vesselfinder.com/vessels/details/9534482
ARKLOW RAIDER,07983E,9344540,General cargo ship,89.99,84.99,14,7.15,6.1,2999,1639,4960,https://www.vesselfinder.com/vessels/details/9344540
MEDKON KRM,17280K,9113044,Cargo ship,102.83,97.2,15.85,8.1,6.4,3893,2533,5820,https://www.vesselfinder.com/vessels/details/9113044
ARKLOW CAPE,29097E,9757096,General cargo ship,87.4,84.99,14.99,7.12,6.26,2999,1692,5085,https://www.vesselfinder.com/vessels/details/9757096
PAFILIA,40740K,9322853,Container ship,127,119.54,20.4,10.35,7.7,7578,3553,8546,https://www.vesselfinder.com/vessels/details/9322853
MEROVING,43327W,9453614,Cargo ship,139.99,135.06,16.5,6,4.6,5716,3343,7224,https://www.vesselfinder.com/vessels/details/9453614
WAALBORG,35910K,9505546,PBET,106.97,103.29,18.2,10.5,8.23,6668,3625,9661,https://www.vesselfinder.com/vessels/details/9505546
KEVSER S,37822N,9115937,General cargo ship,90.33,84.6,13.2,7.3,6.24,2846,1585,4746,https://www.vesselfinder.com/vessels/details/9115937
PUFFIN S,14772J,9164811,General cargo ship,149,23.1,13.8,9.72,4118,14118,20738,157.49,https://www.vesselfinder.com/vessels/details/9164811
COUSINS,39M663,9161156,Cargo ship,64.9,11,6,5.15,858,1246,724,2185,https://www.vesselfinder.com/vessels/details/9161156
VON ADLER,03109G,9184433,General cargo ship,85.66,82.38,13.02,7.3,5.71,2469,1272,4023,https://www.vesselfinder.com/vessels/details/9184433
MARIETJE ANDREA,13492S,9361134,General cargo ship,126.13,120.26,15.2,9.5,7.07,5418,2696,8494,https://www.vesselfinder.com/vessels/details/9361134
MARSGRACHT,42113C,9571507,PCJD,142.06,132.69,18.9,11.65,8.7,9524,4402,12284,https://www.vesselfinder.com/vessels/details/9571507
ARKLOW BEACH,20402D,9638783,General cargo ship,119.49,116.89,14.99,7.16,2524,5065,2655,8661,https://www.vesselfinder.com/vessels/details/9638783
ELARA,43765X,9437323,General cargo ship,166.15,156,22.9,13.9,9.5,15549,5722,18377,https://www.vesselfinder.com/vessels/details/9437323
BONITA,28402Y,9506564,General cargo ship,89.95,84.95,15.4,7.6,5.8,2993,1590,5558,https://www.vesselfinder.com/vessels/details/9506564
HAPPY ROVER,42072H,9139309,General cargo ship,138.04,128.97,22.8,12.95,9.5,10990,5041,15443,https://www.vesselfinder.com/vessels/details/9139309
TROPIC CARIB,01362H,9225263,Container ship,148.41,22.6,12,8.22,3780,10851,3601,159.9,https://www.vesselfinder.com/vessels/details/9225263
LONGRUN,21783E,9556313,PCEJ,101.15,96.14,14.4,8.5,6.15,3603,1910,5500,https://www.vesselfinder.com/vessels/details/9556313
ECO CROSSFIRE,41653C,9597654,General cargo ship,179.99,172.32,28.2,10.1,4266,21213,11615,33649,https://www.vesselfinder.com/vessels/details/9597654
UAFL ATHENS,39326X,9393527,General cargo ship,110,19.7,8.5,6.45,2072,5315,7708,117,https://www.vesselfinder.com/vessels/details/9393527
STADIONGRACHT,42100N,9202508,General cargo ship,172,160.29,25.3,14.6,10.6,16639,6730,21449,https://www.vesselfinder.com/vessels/details/9202508
KONG HIN NO. 2,39X857,8926975,General cargo ship,68,15.25,5.5,4.5,1019,1773,974,2300,https://www.vesselfinder.com/vessels/details/8926975
HOUEI EMBRACE,39889K,9946697,General cargo ship,99.9,96.6,16.2,8,5.95,4114,2140,5791,https://www.vesselfinder.com/vessels/details/9946697
VIRGINIABORG,01914H,9234290,Cargo / Container ship,132.2,124.56,15.87,11.15,8.07,6361,3615,9846,https://www.vesselfinder.com/vessels/details/9234290
BERKBORG,39D908,9155872,PDFE,89.72,84.98,13.6,7.2,5.7,2820,1548,4123,https://www.vesselfinder.com/vessels/details/9155872
BELLINGSHAUSEN,42651M,9197399,General cargo ship,87.98,81,12.8,7.1,5.59,2452,1369,3672,https://www.vesselfinder.com/vessels/details/9197399
NORDIC,20203M,9663001,General cargo ship,92.2,84.99,14,4.9,510,2989,896,3000,https://www.vesselfinder.com/vessels/details/9663001
KENAN T,10140Y,9373199,General cargo ship,91.66,84.23,17,8.3,6.53,3766,1839,5408,https://www.vesselfinder.com/vessels/details/9373199
CATHMA,08328E,9357482,PDVP,110.78,105.48,14,6.51,1636,3990,2208,6665,https://www.vesselfinder.com/vessels/details/9357482
MEDAL,09895H,9397638,Cargo ship,89.9,84.95,14.4,7.35,5.79,2998,1678,4489,https://www.vesselfinder.com/vessels/details/9397638
SULE VIKING,06063S,8611958,General cargo ship,80.31,74.95,11.3,4.37,1234,1599,858,2262,https://www.vesselfinder.com/vessels/details/8611958
MEHMET AGA,983T41,8914312,Cargo ship,130.86,121.15,17.7,10.2,8.08,6065,3474,9169,https://www.vesselfinder.com/vessels/details/8914312
TREVILLE,30881T,9815331,General cargo ship,89.9,84.99,14.8,8.45,6.65,3415,1768,4938,https://www.vesselfinder.com/vessels/details/9815331
SKAGENBANK,06811F,9313864,General cargo ship,89.78,84.99,14,7.5,5.95,2999,1643,4500,https://www.vesselfinder.com/vessels/details/9313864
REGGEBORG,16307C,9592575,Cargo / Container ship,169.75,166.09,20.4,9.72,4056,14224,6853,23296,https://www.vesselfinder.com/vessels/details/9592575
CHONA,00679Q,9201877,General cargo ship,100.8,93.05,15.85,6.18,4.87,2926,1444,3820,https://www.vesselfinder.com/vessels/details/9201877
EEMS RANGER,11453B,9529188,PBOU,89.95,85,15.25,5.95,1229,2992,1650,4987,https://www.vesselfinder.com/vessels/details/9529188
EEMS STREAM,17276F,9559638,General cargo ship,99.23,95.47,11.42,5.85,4.56,2153,1121,3410,https://www.vesselfinder.com/vessels/details/9559638
ARAMIS,02028G,9281592,LYBF,87,83.1,11.39,5.3,3.78,1719,784,2250,https://www.vesselfinder.com/vessels/details/9281592
EEMS SUN,11630T,9431587,General cargo ship,87.27,83.2,11.45,5.85,4.26,1862,920,2600,https://www.vesselfinder.com/vessels/details/9431587
FAST JEF,39M617,9136101,ONEE,88,83.8,12.5,6,4.7,2066,1143,3202,https://www.vesselfinder.com/vessels/details/9136101
NACIYE K,00728T,9217577,Cargo ship,75.75,68.05,11,6,5.13,1233,777,2339,https://www.vesselfinder.com/vessels/details/9217577
ARKLOW WAVE,31788E,9818931,General cargo ship,149.5,145.5,19.25,12,8.59,9999,5155,16861,https://www.vesselfinder.com/vessels/details/9818931
JULIE C,35831Y,9430143,General cargo ship,130,21,11,8.06,2962,9530,12914,138.07,https://www.vesselfinder.com/vessels/details/9430143
BBC ICELAND,20697Y,9605906,General cargo ship,161,152,27.4,13.5,9.8,18567,8204,24935,https://www.vesselfinder.com/vessels/details/9605906
TERSCHELLING,06890R,9313826,General cargo ship,110.78,103.63,14,8.13,6.51,3990,2208,6665,https://www.vesselfinder.com/vessels/details/9313826
VOORNEBORG,00487G,9179373,Cargo / Container ship,132.2,123.84,15.87,9.65,7.5,6130,3608,9567,https://www.vesselfinder.com/vessels/details/9179373
DREMORA 2,37276U,9471800,General cargo ship,114.2,109.04,15.6,6.8,4.92,4089,2191,5326,https://www.vesselfinder.com/vessels/details/9471800
GEULBORG,19631Q,9518232,PEHA,99.99,96.67,13.35,9.1,6.15,3739,1491,5200,https://www.vesselfinder.com/vessels/details/9518232
AURELIE,39V993,9163647,OJTD,89.72,84.98,13.6,7.2,5.71,2774,1548,4135,https://www.vesselfinder.com/vessels/details/9163647
MANTA ZUHAL,34802F,9374351,General cargo ship,177.85,169.8,28.6,15,10.87,22697,12674,37313,https://www.vesselfinder.com/vessels/details/9374351
MALU EXPLORER,39G382,8924496,Deck ship,45.54,41.82,13.08,3.04,2.33,536,260,618,https://www.vesselfinder.com/vessels/details/8924496
HC LARA,10990X,9415064,General cargo ship,129.4,122.1,17,10,7.1,6577,2881,8850,https://www.vesselfinder.com/vessels/details/9415064
H&S HONESTY,09710G,9421611,PHIZ,87.27,83.2,11.42,5.85,4.26,1862,920,2620,https://www.vesselfinder.com/vessels/details/9421611
OMER SOFUOGLU,07560U,9389344,General cargo ship,93.62,86.28,14.55,7.6,6.03,2705,1506,4408,https://www.vesselfinder.com/vessels/details/9389344
JOLYN,28275L,9374686,General cargo ship,89.99,84.95,12.5,8,5.31,2528,1053,3636,https://www.vesselfinder.com/vessels/details/9374686
HAV SAGA,35901A,8719073,Cargo ship,74.62,69.1,12.7,8.6,6.1,2030,911,3017,https://www.vesselfinder.com/vessels/details/8719073
WESTBORG,00814M,9196187,PDBQ,89.25,84.6,13.3,7.15,5.67,2868,1613,3780,https://www.vesselfinder.com/vessels/details/9196187
FRI LIEPAJA,07980B,9344514,General cargo ship,89.99,84.99,14,6.1,860,2999,1639,4933,https://www.vesselfinder.com/vessels/details/9344514
ARKLOW VALE,27825W,9772527,General cargo ship,86.93,84.98,15,7.17,6.35,2999,1731,5157,https://www.vesselfinder.com/vessels/details/9772527
HAV VESTLANDIA,39805T,9197454,Cargo ship,81,12.8,7.1,5.49,1520,2461,3710,87.83,https://www.vesselfinder.com/vessels/details/9197454
EKMEN ROYAL,07543B,9165865,General cargo ship,126.08,115.8,20,10.4,8.4,7738,3387,10334,https://www.vesselfinder.com/vessels/details/9165865
WILSON STADT,18183R,8918485,General cargo ship,112.65,106.24,15.2,8.61,6.68,4200,2144,6463,https://www.vesselfinder.com/vessels/details/8918485
HILDA B,12576W,9466233,General cargo ship,88.3,83.44,12.9,7,5.4,2622,1421,3500,https://www.vesselfinder.com/vessels/details/9466233
CATANIA,13638B,9556832,General cargo ship,87.91,84.98,11.41,4.1,1708,1905,878,2595,https://www.vesselfinder.com/vessels/details/9556832
TRAVELLER,00558J,9204726,Cargo / Container ship,100.5,94.82,20.4,11.1,8.2,6714,2888,8729,https://www.vesselfinder.com/vessels/details/9204726
AKDENIZ S,15907S,9519377,General cargo ship,128.6,119.8,18,8.8,6.5,6019,3502,9161,https://www.vesselfinder.com/vessels/details/9519377
WILSON POLICE,08899A,9373539,General cargo ship,89.9,84.7,14.5,7.35,6.3,2990,1686,5000,https://www.vesselfinder.com/vessels/details/9373539
ARKLOW MOOR,15276G,9509475,General cargo ship,136.5,128.74,21,11.4,8.48,9758,5240,15008,https://www.vesselfinder.com/vessels/details/9509475
ARKLOW BEACON,20403E,9638795,General cargo ship,119.49,116.89,14.99,7.19,2524,5065,2655,8661,https://www.vesselfinder.com/vessels/details/9638795
JAGUAR,19439G,9613628,General cargo ship,107.95,99.67,16,9.3,6.45,5198,1997,6555,https://www.vesselfinder.com/vessels/details/9613628
ASYA S,21938X,9558995,General cargo ship,104.2,97.5,17.2,8.5,6.6,4433,2526,6558,https://www.vesselfinder.com/vessels/details/9558995
DON DANIEL,980L58,9011947,Cargo / Container ship,88.4,79.93,15,7.5,6.01,2815,1532,4110,https://www.vesselfinder.com/vessels/details/9011947
SIFTERI,17870B,9452323,General cargo ship,131.55,122.62,18.8,9.4,6.9,7180,3728,10588,https://www.vesselfinder.com/vessels/details/9452323
FIGARO,01505N,9240732,YLRY,79.99,78.8,10.4,4.8,3.85,1435,722,1700,https://www.vesselfinder.com/vessels/details/9240732
KWINTEBANK,02042W,9234288,General cargo ship,132.23,123.84,15.87,11.15,7.75,6378,3099,9857,https://www.vesselfinder.com/vessels/details/9234288
FAGELGRACHT,42129U,9428425,General cargo ship,137.07,128.94,18.9,11.65,8.52,8620,4398,12191,https://www.vesselfinder.com/vessels/details/9428425
ELKE K.,37236B,9879040,General cargo ship,86.93,84.98,15,7.17,6.35,2999,1731,5180,https://www.vesselfinder.com/vessels/details/9879040
ARAMIS,30880S,9815329,General cargo ship,89.9,84.99,14.8,8.45,6.65,3415,1768,4938,https://www.vesselfinder.com/vessels/details/9815329
WILSON THAMES,00596A,9177894,Cargo / Container ship,89.6,84.6,11.65,5.8,4.49,1846,1081,2500,https://www.vesselfinder.com/vessels/details/9177894
OCEAN EXPRESS,41881A,9347085,General cargo ship,84.98,15.2,6.9,5.31,1296,3172,4309,89.95,https://www.vesselfinder.com/vessels/details/9347085
ADALADY,29957P,9306421,General cargo ship,108.2,104.11,18.2,9,7.04,5581,2849,8259,https://www.vesselfinder.com/vessels/details/9306421
FWN SPACE,26990P,9735232,PBWA,122.5,119.34,17,10.7,7.82,6749,3408,10546,https://www.vesselfinder.com/vessels/details/9735232
EEMS SKY,09713K,9421647,PHJF,87.27,83.2,11.45,5.85,4.26,1862,920,2600,https://www.vesselfinder.com/vessels/details/9421647
AHMET AGAOGLU,38Q723,9082001,Cargo ship,88.55,80.74,14.85,7.35,6.01,2868,1534,4304,https://www.vesselfinder.com/vessels/details/9082001
TINA C,08903E,9416331,General cargo ship,99.6,94.5,14.5,7.35,6.2,3391,1963,5000,https://www.vesselfinder.com/vessels/details/9416331
AQUA JUNIOR,10017Q,9411800,LEHA,68.36,64.51,11.8,5.68,932,1918,981,2572,https://www.vesselfinder.com/vessels/details/9411800
WESERBORG,35912M,9505558,PCIZ,106.97,103.29,18.2,10.5,8.29,6668,3625,9685,https://www.vesselfinder.com/vessels/details/9505558
EEMS TRAVELLER,00932Q,9218234,PECH,90,84.65,13.75,5.55,4.35,2214,1164,2903,https://www.vesselfinder.com/vessels/details/9218234
MOLENGRACHT,42109X,9571533,General cargo ship,142.1,132.74,18.9,11.65,8.4,9524,4402,12252,https://www.vesselfinder.com/vessels/details/9571533
SLOTERGRACHT,42095H,9197947,General cargo ship,168.14,159.14,25.2,14.6,10.71,16641,6700,21402,https://www.vesselfinder.com/vessels/details/9197947
IBRAHIM KONAN,38104U,9306328,General cargo ship,108.4,103.9,18.2,9,6.98,5581,2879,8107,https://www.vesselfinder.com/vessels/details/9306328
STAR HIDRA,29208A,9071569,General cargo ship,198,187,31,19,12.66,32744,13647,32744,https://www.vesselfinder.com/vessels/details/9071569
SUN S,14680J,9473975,General cargo ship,95.2,15.8,7.6,5.75,1566,3798,5444,101.8,https://www.vesselfinder.com/vessels/details/9473975
IJBORG,17236M,9456721,PBUF,142.95,135.54,18.9,10.95,7.93,8999,4585,12007,https://www.vesselfinder.com/vessels/details/9456721
LONGWOLF,15356T,9504126,PDTT,132.5,126.35,15.87,7.8,2955,6687,3448,11023,https://www.vesselfinder.com/vessels/details/9504126
MONA,01580U,8857124,Cargo ship,51.15,49.6,9.85,3,2.4,473,142,674,https://www.vesselfinder.com/vessels/details/8857124
FLUVIUS OTTER,39G474,9117961,General cargo ship,89.99,84.99,12.5,6,4.7,2300,1290,3280,https://www.vesselfinder.com/vessels/details/9117961
SIYA,17876H,9442108,General cargo ship,131.55,122,19,9.4,6.87,7180,3728,10475,https://www.vesselfinder.com/vessels/details/9442108
KATHY C,15796W,9523940,General cargo ship,106.07,94.5,15.5,8.14,6.63,4151,2323,6250,https://www.vesselfinder.com/vessels/details/9523940
