NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
CMA CGM AMERIGO VESPUCCI,14491D,9454395,Container ship,365.5,349.5,51.2,29.9,16,151446,86099,165171,https://www.vesselfinder.com/vessels/details/9454395
MSC LIDIA,40517S,9383223,Container ship,208.9,198.12,29.8,16.4,11.6,26435,12990,26700,https://www.vesselfinder.com/vessels/details/9383223
HELENA SCHEPERS,16195F,9584487,Container ship,151.74,142.37,23.4,11.75,8,10318,5391,10600,https://www.vesselfinder.com/vessels/details/9584487
CMA CGM FORT ROYAL,30258R,9809837,Container ship,219,210,35.6,18.3,11,36946,16385,38840,https://www.vesselfinder.com/vessels/details/9809837
MSC ANAHITA,43646T,9302085,Container ship,284.71,271,40,24.4,14.31,68570,25418,73984,https://www.vesselfinder.com/vessels/details/9302085
CMA CGM LOUIS BLERIOT,29378K,9776432,Container ship,400,383,59,33,15.8,219277,99813,198580,https://www.vesselfinder.com/vessels/details/9776432
CMA CGM MOMBASA,42297C,9367815,Container ship,211.85,199.95,29.8,16.7,11.4,26638,11898,34500,https://www.vesselfinder.com/vessels/details/9367815
KOTA PURI,31260F,9793959,Container ship,330,316.4,48.2,22.94,16,114183,63895,132586,https://www.vesselfinder.com/vessels/details/9793959
CMA CGM LAPIS,10249S,9386495,Container ship,259.8,246.7,32.2,19.3,12.62,40560,24217,524272,https://www.vesselfinder.com/vessels/details/9386495
CMA CGM ALMAVIVA,13136F,9450648,Container ship,334,319,42.8,24.6,15,89787,61615,109056,https://www.vesselfinder.com/vessels/details/9450648
PRESIDIO,34738L,9248954,Container ship,154.49,146.7,25.19,14.2,9,14308,4650,16439,https://www.vesselfinder.com/vessels/details/9248954
MSC WESER,32119P,9236690,Container ship,208.16,197.19,29.8,11.4,11.4,26106,12028,33691,https://www.vesselfinder.com/vessels/details/9236690
PACIFIC BUSAN,08807A,9414125,Container ship,132.7,121,19.2,10.5,7.65,7170,3068,8200,https://www.vesselfinder.com/vessels/details/9414125
ACACIA LIBRA,13535P,9338307,Container ship,147.85,140.3,23.25,11.5,8.51,9954,5117,13658,https://www.vesselfinder.com/vessels/details/9338307
