NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
KMTC LAEM CHABANG,29111U,9772230,Container ship,172.2,163,27.5,14.3,9.75,18318,7404,21682,https://www.vesselfinder.com/vessels/details/9772230
MSC MARTA,27439C,9295385,Container ship,274.67,263,40,24.2,14.5,65483,37611,72045,https://www.vesselfinder.com/vessels/details/9295385
BALTIC NORTH,37442A,9463310,Container ship,266.65,250.92,35.4,16.8,12.7,44234,24146,52452,https://www.vesselfinder.com/vessels/details/9463310
MSC ORIANE,09613B,9372482,Container ship,277.3,263,40,24.3,14.5,66399,37740,72900,https://www.vesselfinder.com/vessels/details/9372482
NARA,43333D,9289063,Container ship,175,165,27.4,14.3,10.9,18334,10774,23287,https://www.vesselfinder.com/vessels/details/9289063
CMA CGM CAYENNE,26235T,9709192,Container ship,190.1,180,30,17,9.5,26645,7993,27322,https://www.vesselfinder.com/vessels/details/9709192
KOTA GABUNG,20413Q,9616852,Container ship,210,30,16.8,12,4837,29015,39572,222,https://www.vesselfinder.com/vessels/details/9616852
MSC HINA,29743G,9062984,Container ship,187,175.6,30,16.75,11.5,23540,10977,30328,https://www.vesselfinder.com/vessels/details/9062984
CARIBE LEGEND,04961U,9061289,Container ship,99.95,96.13,18.2,8.25,6.55,3992,2233,5327,https://www.vesselfinder.com/vessels/details/9061289
CMA CGM GEORG FORSTER,25365X,9702144,Container ship,398,380,54,30,16.48,177381,106359,194752,https://www.vesselfinder.com/vessels/details/9702144
FORT DESAIX,39364P,9400174,Container ship,256.5,32.2,19.1,12.5,3.650,42609,52788,268.8,https://www.vesselfinder.com/vessels/details/9400174
KONRAD,41351Y,9292125,Container ship,175,165,27.4,14.3,10.9,18334,10774,23287,https://www.vesselfinder.com/vessels/details/9292125
MALIAKOS,22281V,9464247,Container ship,248,32.2,19.5,12.5,4313,41391,51570,262.08,https://www.vesselfinder.com/vessels/details/9464247
MATSON HAWAII,10247Q,9386471,Container ship,258.9,246.7,32.2,19.3,12.62,40560,24217,52357,https://www.vesselfinder.com/vessels/details/9386471
DANUM 175,39778P,9248930,Container ship,154.49,146.7,25,14.2,9,14308,4650,16442,https://www.vesselfinder.com/vessels/details/9248930
HR FARHA,42284N,9123582,Container ship,184.51,174,27.6,14,10.03,16772,8327,24657,https://www.vesselfinder.com/vessels/details/9123582
GALLOWAY,37677F,9306471,Container ship,207.4,195.4,29.8,16.4,11.4,25406,12540,33900,https://www.vesselfinder.com/vessels/details/9306471
BALTIC WEST,37508W,9409041,Container ship,261.49,246,32.2,19.5,12.5,40839,24094,51314,https://www.vesselfinder.com/vessels/details/9409041
CERUS,39557Y,9259408,Container ship,214,32.2,16.8,11.53,5340,28676,37100,226.54,https://www.vesselfinder.com/vessels/details/9259408
CMA CGM JEAN MERMOZ,29377J,9776420,Container ship,400,383,59,33,15.8,219277,99813,198593,https://www.vesselfinder.com/vessels/details/9776420
FLORA DELMAS,01984J,9239862,Container ship,168.8,156.74,27.2,13.8,9.21,16916,7683,20979,https://www.vesselfinder.com/vessels/details/9239862
CMA CGM RIMBAUD,21051J,9635640,Container ship,270,258,42.8,24.8,14.5,71112,41072,80163,https://www.vesselfinder.com/vessels/details/9635640
MSC NIOVI VIII,33267M,9290488,Cargo / Container ship,300.07,286,42.8,24.6,14.5,83011,48047,93570,https://www.vesselfinder.com/vessels/details/9290488
DOUCE FRANCE,30647P,9845661,Container ship,189.8,186.5,30.4,17,9.5,27571,8442,26811,https://www.vesselfinder.com/vessels/details/9845661
CMA CGM MARSEILLE,26236U,9709207,Container ship,190.1,180,30,17,9.5,26645,7993,27322,https://www.vesselfinder.com/vessels/details/9709207
KMTC BANGKOK,29110T,9772228,Container ship,172.2,163,27.5,14.3,9.75,18318,7404,21663,https://www.vesselfinder.com/vessels/details/9772228
ADAMS,41688Q,9260914,Container ship,279.7,265.67,40,24,14.02,66462,25614,67009,https://www.vesselfinder.com/vessels/details/9260914
MSC AZURIT F,14907F,9403437,Container ship,147.74,140.3,23.25,11.51,8.5,9957,5020,13707,https://www.vesselfinder.com/vessels/details/9403437
ACACIA HAWK,24261X,9244207,Container ship,132.54,123.4,19.2,9.2,6.99,6191,3075,7997,https://www.vesselfinder.com/vessels/details/9244207
MSC CHERYL 3,28406D,9194866,Container ship,195.4,29.8,11.4,16.4,5035,25630,33700,207.4,https://www.vesselfinder.com/vessels/details/9194866
MSC ELOISE,13586U,8917778,Container ship,240.77,223,32.2,18.46,12.03,37902,14496,44541,https://www.vesselfinder.com/vessels/details/8917778
CMA CGM CONCORDE,34640E,9839208,Container ship,399.9,383,61.3,33.5,16,236583,101823,221322,https://www.vesselfinder.com/vessels/details/9839208
