NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
LUCY BORCHARD,08815J,9390824,Container ship,132.6,122.54,19.2,9.2,7.21,6701,3557,8238,https://www.vesselfinder.com/vessels/details/9390824
GSL CHRISTEL ELISABETH,03820E,9280641,Container ship,277.28,260.06,40,24.3,14.5,65247,37549,73235,https://www.vesselfinder.com/vessels/details/9280641
CMA CGM CHAMPS ELYSEES,34633W,9839131,Container ship,399.9,393.9,61.3,33.5,16,236583,101823,216900,https://www.vesselfinder.com/vessels/details/9839131
CMA CGM NEW JERSEY,08649D,9351141,Container ship,283.2,32.2,21.8,13.5,3867,54309,34011,65890,https://www.vesselfinder.com/vessels/details/9351141
CMA CGM LAMARTINE,11391J,9409194,Container ship,300,286.7,40,24.6,14.5,73779,42486,85446,https://www.vesselfinder.com/vessels/details/9409194
SEABOARD PATRIOT,20586D,9395551,Container ship,139.6,133.25,22.2,9.5,7.36,8273,4002,11007,https://www.vesselfinder.com/vessels/details/9395551
MSC QINGDAO,37400E,9256470,Container ship,322.97,308,42.8,24.6,15,89097,59065,105162,https://www.vesselfinder.com/vessels/details/9256470
CMA CGM HYDRA,11385C,9356309,Container ship,347,331,45.2,29.7,15.05,128600,72696,131831,https://www.vesselfinder.com/vessels/details/9356309
CIRTA,35054E,9845051,Container ship,171.9,168.5,24.29,13.6,9.5,16963,8324,22970,https://www.vesselfinder.com/vessels/details/9845051
CMA CGM BERLIOZ,01395T,9222297,Container ship,298.51,282.5,40.3,24.1,14.27,73157,43609,80250,https://www.vesselfinder.com/vessels/details/9222297
CMA CGM MUSCA,11386D,9356311,Container ship,347,331,45.2,29.7,15.52,128600,72696,131831,https://www.vesselfinder.com/vessels/details/9356311
SEATRADE RED,31862K,9690107,Container ship,185,175.96,30,16.5,9,24901,9207,27025,https://www.vesselfinder.com/vessels/details/9690107
LYON II,31121E,9222285,Container ship,299.97,286.3,40.3,24.1,14,73172,40905,77946,https://www.vesselfinder.com/vessels/details/9222285
MSC PEGASUS,35252U,9267637,Container ship,299.95,287,40,24,14.02,77048,29775,80270,https://www.vesselfinder.com/vessels/details/9267637
HARIS,30303Q,9670119,Container ship,184.94,175.9,30,16.5,9.5,24528,8098,25044,https://www.vesselfinder.com/vessels/details/9670119
CMA CGM FORT ST LOUIS,03104B,9261889,Container ship,197.2,184.99,30.2,16.6,11.01,26342,10221,30804,https://www.vesselfinder.com/vessels/details/9261889
IMKE SCHEPERS,13391H,9360520,Container ship,154.85,144.9,21.5,9.3,6.98,9056,4776,10600,https://www.vesselfinder.com/vessels/details/9360520
SITC WEIHAI,31795M,9322231,Container ship,142.7,133.5,22.6,11.2,8.21,9590,4748,12827,https://www.vesselfinder.com/vessels/details/9322231
KOTA GANDING,20723C,9626431,Container ship,210,30,16.8,12,4837,29015,39562,222,https://www.vesselfinder.com/vessels/details/9626431
MSC ALBA F,30359B,9499010,Container ship,147.79,140.3,23.25,11.5,8.51,9954,5117,13950,https://www.vesselfinder.com/vessels/details/9499010
ALOPO,07875M,9329564,Container ship,129.54,121.24,20.6,10.8,7.4,7464,3085,8262,https://www.vesselfinder.com/vessels/details/9329564
WAN HAI 301,01962K,9238155,Container ship,199.9,188,32.2,16.6,10.9,26681,10855,30250,https://www.vesselfinder.com/vessels/details/9238155
KOSOVAK,28536U,9211157,Container ship,158.81,145,24,13.9,10.2,14241,6256,18400,https://www.vesselfinder.com/vessels/details/9211157
CMA CGM TARRAGONA,43465W,9471214,Container ship,261.1,248.55,32.25,19.3,12.6,40542,23747,50088,https://www.vesselfinder.com/vessels/details/9471214
HARBOUR - 1,39351A,9693654,General cargo ship,82,78.87,15,7,3.8,2790,1640,2773,https://www.vesselfinder.com/vessels/details/9693654
CONTSHIP QUO,27765G,9437206,Cargo / Container ship,139.17,130.49,22.6,8.8,3014,9946,4900,11807,https://www.vesselfinder.com/vessels/details/9437206
DORNBUSCH,20576S,9126211,DIOD,99.95,96,18.2,8.25,6.55,3999,2176,5220,https://www.vesselfinder.com/vessels/details/9126211
ELBSAILOR,33368W,9448695,Cargo / Container ship,148.5,23.5,11.9,8.6,3318,12514,14236,157.08,https://www.vesselfinder.com/vessels/details/9448695
MSC YORK VII,21504B,9196838,Container ship,292,40,24.2,14,6180,74661,81462,304.16,https://www.vesselfinder.com/vessels/details/9196838
CMA CGM G. WASHINGTON,29663U,9780847,Container ship,365.96,350,48.2,29.85,16,141950,64145,149083,https://www.vesselfinder.com/vessels/details/9780847
JSP RIDER,29012M,9322566,Container ship,140.6,130.68,21.8,9.5,7.33,7852,3363,9500,https://www.vesselfinder.com/vessels/details/9322566
WAN HAI 305,01965N,9238181,Container ship,199.9,188,32.2,16.6,10.9,26681,10855,30246,https://www.vesselfinder.com/vessels/details/9238181
SINAR BINTAN,02362U,9250957,Container ship,144,135,25,13.7,8.96,12563,5336,14971,https://www.vesselfinder.com/vessels/details/9250957
CMA CGM CHOPIN,03816A,9280603,Container ship,277.28,260.06,40,24.3,14.5,65730,37549,73235,https://www.vesselfinder.com/vessels/details/9280603
TITAN,32332V,9126998,Container ship,157.12,147,23.5,12.8,9.3,12029,6171,14587,https://www.vesselfinder.com/vessels/details/9126998
MSC ROBERTA V,29496N,9038907,Container ship,294.09,283.72,32.25,21.4,13.5,53815,23499,67640,https://www.vesselfinder.com/vessels/details/9038907
CMA CGM ZHENG HE,23888S,9706906,Container ship,399.2,381.4,54,30.2,16,179922,99861,185000,https://www.vesselfinder.com/vessels/details/9706906
MSC ADITI,33699G,9235581,Container ship,222.17,210,30,16.8,16.8,28093,14771,39418,https://www.vesselfinder.com/vessels/details/9235581
MSC MANYA,33569Q,9275397,Container ship,234.62,218,32.2,12.52,18.8,34610,16865,43093,https://www.vesselfinder.com/vessels/details/9275397
CMA CGM MAUPASSANT,11392K,9409209,Container ship,300,286.7,40,24.6,14.5,73779,42486,85450,https://www.vesselfinder.com/vessels/details/9409209
SCO SHANGHAI,40088B,9352688,Container ship,133.6,126.8,19.4,9.45,7.44,6412,2974,8685,https://www.vesselfinder.com/vessels/details/9352688
MSC PERLE,32732F,9503732,Container ship,366,350,48.2,29.85,15.5,141754,60615,140973,https://www.vesselfinder.com/vessels/details/9503732
MSC TIANA F,21931Q,9108398,Container ship,145,24,13.9,10.2,3718,14241,18423,158.75,https://www.vesselfinder.com/vessels/details/9108398
KAPPA,25792M,9330252,Container ship,147.87,140.3,23.25,11.5,8.51,9940,5020,13706,https://www.vesselfinder.com/vessels/details/9330252
MSC TURIN II,04547U,9256365,Container ship,175.49,166.1,27.4,14.3,10.9,18334,10744,23526,https://www.vesselfinder.com/vessels/details/9256365
VERA A,08962T,9372585,Container ship,141.5,132.2,22.6,8.25,2761,10689,4866,12513,https://www.vesselfinder.com/vessels/details/9372585
MSC RUBY,32706C,9502960,Container ship,366,350,48.2,29.85,15.5,141754,60615,140973,https://www.vesselfinder.com/vessels/details/9502960
CMA CGM SAINT LAURENT,26237V,9709219,FLVS,190.1,180,30,17,9.5,26645,7993,27322,https://www.vesselfinder.com/vessels/details/9709219
PACIFIC QINGDAO,16154L,9498688,Container ship,129.62,121.24,20.6,10.8,10.8,7464,3165,8157,https://www.vesselfinder.com/vessels/details/9498688
STEEN,24151D,9360996,Container ship,129.8,21.7,9.15,5.68,1413,8032,9002,138.15,https://www.vesselfinder.com/vessels/details/9360996
CMA CGM NIAGARA,26591F,9722675,Container ship,299.9,286,48.2,25,14.5,95680,52015,110482,https://www.vesselfinder.com/vessels/details/9722675
CMA CGM EIFFEL,02204X,9248112,Container ship,268.78,32.2,21.5,13.02,4370,49855,58334,282.1,https://www.vesselfinder.com/vessels/details/9248112
MONTE BRASIL,33566M,9083055,Container ship,126.25,118,19.4,9.5,7.45,7039,3867,8450,https://www.vesselfinder.com/vessels/details/9083055
CMA CGM J. MADISON,29668A,9780897,Container ship,366,350,48.2,25.63,16,141950,64145,147966,https://www.vesselfinder.com/vessels/details/9780897
WES GESA,14424F,9504061,Container ship,151.72,142.42,23.4,11.75,8,10585,5372,13000,https://www.vesselfinder.com/vessels/details/9504061
CMA CGM WHITE SHARK,06887N,9317975,Container ship,294.12,278.73,32.2,21.8,13.52,54309,34011,65930,https://www.vesselfinder.com/vessels/details/9317975
HISTORY ELIZABETH,28400W,9454357,Container ship,165,27.4,14.3,10.9,3433,18321,23265,175.38,https://www.vesselfinder.com/vessels/details/9454357
AGIOS DIMITRIOS,28934C,9349605,Container ship,299.2,286.7,40,14.52,5823,74175,42558,85515,https://www.vesselfinder.com/vessels/details/9349605
WAN HAI 303,01964M,9238179,Container ship,199.9,188,32.2,16.6,10.9,26681,10855,30240,https://www.vesselfinder.com/vessels/details/9238179
CMA CGM MAPUTO,28128B,9491628,Container ship,175.38,165,27.4,14.3,10.9,18321,10202,23265,https://www.vesselfinder.com/vessels/details/9491628
MSC JEANNE,24852Q,9135638,Container ship,195.68,184.85,32.2,15.54,11.5,29022,16570,35021,https://www.vesselfinder.com/vessels/details/9135638
YM EXCELLENCE,23183B,9496616,Container ship,259,246.4,37.3,19.4,12.8,47952,20411,56600,https://www.vesselfinder.com/vessels/details/9496616
TUHAA PAE IV,16769E,9607473,Passenger / Cargo ship,69.57,13.6,6.01,3.8,2203,2346,1489,79.41,https://www.vesselfinder.com/vessels/details/9607473
FATMA,34081W,9244192,TSNF,123.4,19.2,9.2,7,2235,6191,7979,132.6,https://www.vesselfinder.com/vessels/details/9244192
REGULA,11426W,9430064,Container ship,131.5,121,19.2,10.5,7.65,7219,3068,8200,https://www.vesselfinder.com/vessels/details/9430064
EINSTEIN,14574T,9483346,Container ship,151.72,142.37,23.4,11.75,8,10585,5372,13000,https://www.vesselfinder.com/vessels/details/9483346
MSC FAIRFIELD,06713Y,9302633,CQRO,335.69,314.96,42.8,24.5,14.52,90389,60521,101411,https://www.vesselfinder.com/vessels/details/9302633
CMA CGM THAMES,24321N,9674567,Container ship,299.95,286,48.2,24.6,14.8,96253,39892,113800,https://www.vesselfinder.com/vessels/details/9674567
MSC CANBERRA,13344G,9102722,Container ship,202.8,193.86,30.6,16,11.95,29181,14502,41583,https://www.vesselfinder.com/vessels/details/9102722
CMA CGM FORT FLEUR D'EPEE,30260T,9809851,Container ship,219,210,35.6,18.3,11,36946,16385,38840,https://www.vesselfinder.com/vessels/details/9809851
JSP ANNA,32191S,9354454,CQLQ,134.4,125.8,22.5,11.3,8.71,9981,6006,11271,https://www.vesselfinder.com/vessels/details/9354454
CMA CGM GALICIA,10181T,9396696,Container ship,151.74,142.43,23.4,11.75,8,10585,5372,13100,https://www.vesselfinder.com/vessels/details/9396696
SUNSHINE X,38979V,9433949,Container ship,129.52,121.24,20.6,10.8,7.4,7464,3097,8271,https://www.vesselfinder.com/vessels/details/9433949
MEDKON LTF,06638S,9264726,Container ship,123.4,19.2,9.2,7.22,2004,6704,3557,8015,https://www.vesselfinder.com/vessels/details/9264726
AITOLIKOS,10248R,9386483,Container ship,259.8,246.7,32.2,19.3,12.62,40560,24217,52408,https://www.vesselfinder.com/vessels/details/9386483
CMA CGM LYRA,11342F,9410806,Container ship,363,348,45.6,29.74,15.5,131332,59901,128550,https://www.vesselfinder.com/vessels/details/9410806
CMA CGM OTELLO,04764F,9299628,Container ship,334.07,314.71,42.8,24.6,14.5,91410,48921,101810,https://www.vesselfinder.com/vessels/details/9299628
ARGOLIKOS,10246P,9385611,Container ship,258.97,246.7,32.2,19.3,12.6,40560,24217,52513,https://www.vesselfinder.com/vessels/details/9385611
HONRISE,01741U,9230206,Container ship,198.04,184,28,14,9.5,18872,8515,23671,https://www.vesselfinder.com/vessels/details/9230206
ATLANTIC GENEVA,28965L,9330848,General cargo ship,147.87,141.37,23.25,8.5,3015,9940,5020,13626,https://www.vesselfinder.com/vessels/details/9330848
