NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
COSCO SHIPPING HARMONY,18V0845,9881665,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,250","18,123","61,921",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9881665
YI HUI XIN HAI,12L0599,9553086,General Dry Cargo Ship,111.31,103.3,19.6,13.5,9,"7,792","4,078","12,247",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9553086
GREAT QIN,17T0700,9766918,"Bulk Carrier, Double Side Skin",199.99,196.05,36,18.54,11,"39,635","19,630","64,928",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9766918
COSCO SHIPPING CHANG QING,18B0620,9872171,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,250","18,223","62,000",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9872171
TAI XING,20K0454,9930909,General Dry Cargo Ship,199.9,196.5,32.26,19.3,11.3,"39,433","19,469","61,250",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9930909
MING DE WEI LAI,06W3017,9407768,General Dry Cargo Ship,103.7,97.5,17.2,8.5,6.6,"4,422","2,600","6,760",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9407768
MERATUS PARIAMAN,07X0125,9371957,General Dry Cargo Ship,117,110,19.7,8.5,6.4,"5,316","2,309","7,699",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9371957
LE LI,00S3006,9192674,General Dry Cargo Ship,182.67,174,26.2,14.7,10,"19,955","9,412","29,467",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9192674
SMART RISING,09Y0090,9437828,General Dry Cargo Ship,99.89,94.6,16.6,8.4,6.7,"4,109","2,332","6,052",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9437828
XIN TAI PING,08D0066,9504164,Container Ship,117,110,19.7,8.5,6.4,"5,275","2,309","7,991",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9504164
CHIPOLBROK GALAXY,10U0229,9432141,General Dry Cargo Ship,199.8,189,27.8,15.5,10.3,"24,142","11,266","30,330",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9432141
MERATUS PAYAKUMBUH,07B0059,9371907,General Dry Cargo Ship,117,110,19.7,8.5,6.4,"5,316","2,309","8,024",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9371907
LE CONG,00C4004,9192686,General Dry Cargo Ship,182.67,174,26.2,14.7,10,"19,955","9,412","29,469",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9192686
