NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
GARDNO,18E0554,9767704,General Dry Cargo Ship,199.8,194.5,23.7,15.3,10.7,"22,982","12,731","36,643",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9767704
DRACO FAITH,10W0139,9574377,General Dry Cargo Ship,122.2,116,19.8,10.7,7.2,"7,460","3,217","9,023",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9574377
TIAN SHOU,16Q0186,9704752,"General Dry Cargo Ship, Double Side Skin",189.99,187,28.5,15.8,11,"26,600","11,395","38,134",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9704752
COSCO SHIPPING ZHUO YUE,18W0616,9872157,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,250","18,221","61,991",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9872157
CHIPOLBROK STAR,10W0047,9432127,General Dry Cargo Ship,199.8,189,27.8,15.5,10.3,"24,142","11,266","30,346",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9432127
TIGER BINTULU,20K1029,9549449,Deck Cargo Ship,192,189.3,37.6,13.5,8.2,"23,040","6,912","26,170",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9549449
COSCO SHIPPING FAN RONG,20G0267,9928906,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,350","17,897","61,537",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9928906
HG ROTTERDAM,19U0849,9598921,"General Dry Cargo Ship, Double Side Skin",181.71,172.83,30,15.2,11.01,"24,726","12,707","37,873",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9598921
JING FENG 6,12W0172,9662095,General Dry Cargo Ship,119.92,113.6,17.6,8.4,6.3,"5,355","3,002","7,922",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9662095
SHENG JIE 1,12L0093,9633719,General Dry Cargo Ship,109.9,102.7,17.2,8.5,6.45,"4,696","2,601","7,161",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9633719
SEIYO GLORY,06X4007,9413353,General Dry Cargo Ship,81,76,13.6,6.8,5.5,"1,972","1,395","3,350",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9413353
GOTEBORG,08E0090,9393515,General Dry Cargo Ship,117,110,19.7,8.5,6.45,"5,338","2,309","7,709",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9393515
