NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
LIAN HUA SONG,11N0274,9608829,Container Ship/General Dry Cargo Ship,179.5,169.5,27.2,14.5,10.2,"20,692","11,468","27,412",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9608829
HENG YU,98K3006,9158238,Container Ship,127,119.4,20.4,10.35,7.72,"7,589","3,586","8,370",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9158238
TIAN LU,15P0203,9704740,"General Dry Cargo Ship, Double Side Skin",189.99,187,28.5,15.8,11,"26,600","11,395","38,122",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9704740
BAO HONG 9,10C0282,9592678,General Dry Cargo Ship,110.3,102.7,16.8,8.5,6.35,"4,492","2,453","6,562",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9592678
MU DAN SONG,12B0061,9608831,General Dry Cargo Ship/Container Ship,179.5,169.5,27.2,14.5,10.2,"20,692","11,468","27,410",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9608831
YI HUI REN HAI,13V0038,9628685,General Dry Cargo Ship,125,115,22,14.3,8.25,"10,820","3,527","12,312",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9628685
PING AN SONG,12J0206,9608946,General Dry Cargo Ship/Container Ship,179.5,169.5,27.2,14.5,10.2,"20,684","11,468","27,305",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9608946
YI HUI ZHI HAI,13A0019,9628697,General Dry Cargo Ship,125,115,22,14.3,8.25,"10,820","3,527","12,313",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9628697
DA JI,16C0174,9768538,General Dry Cargo Ship,179.67,170.6,28,14.8,9.2,"21,992","9,390","28,612",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9768538
JOY EXPRESS,06X1017,9378254,General Dry Cargo Ship,115.84,110,18,10.4,7.6,"6,393","3,295","9,693",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9378254
HE HUI 18,11L0157,9601259,General Dry Cargo Ship,125.96,116,17.6,9,6.6,"5,580","3,310","8,033",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9601259
ONEGO BURAN,10D0145,9578359,General Dry Cargo Ship,117,110,19.7,8.5,6.4,"5,338","2,309","7,661",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9578359
MERATUS PEMATANGSIANTAR,07J0043,9371892,General Dry Cargo Ship,117,110,19.7,8.5,6.4,"5,536","2,856","8,024",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9371892
TRAWIND WHALE,11W0029,9487067,Bulk/Timber Carrier,177.5,168,28.2,14.2,9.5,"19,994","11,046","31,785",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9487067
ZHONG YUAN HAI YUN CHUANG XIN,17V6061,9837652,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,250","18,221","62,042",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9837652
FG SEVIL,09V0156,9548665,General Dry Cargo Ship,104.2,97.5,17.2,8.5,6.6,"4,425","2,526","6,648",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9548665
FG SEFA,05R3007,9359210,General Dry Cargo Ship,81,76,13.6,6.8,5.5,"1,972","1,395","3,346",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9359210
DETROIT MAS,08Q0008,9393503,General Dry Cargo Ship,117,110,19.7,8.5,6.45,"5,315","2,309","7,709",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9393503
JIAN YANG HONG,03K2002,9290969,Bulk Carrier,79.99,74,13.6,7,5.2,"1,995","1,115","2,850",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9290969
HE HUI,12D0569,9648702,General Dry Cargo Ship,119.95,113.6,17.6,8.4,6.3,"5,357","2,983","7,813",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9648702
ZHONG YUAN HAI YUN KAI TUO,18B0551,9837640,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,250","18,221","62,051",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9837640
MIN DE,94E0060,9114517,Ship-Shaped,98.17,89.95,22.8,12.9,8.3,"5,912","2,732","2,598",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9114517
