NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
KINTOKI,10F0584,9540730,General Dry Cargo Ship,151,142.3,21,11.4,8.3,"10,360","6,044","16,300",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9540730
COSCO SHIPPING CHANG SHENG,20H0268,9928918,"General Dry Cargo Ship, Double Side Skin",201.8,198.3,32.26,19.3,12.5,"40,350","17,897","61,567",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9928918
ONEGO BORA,11F0175,9613604,General Dry Cargo Ship,117,110,19.7,8.5,6.4,"5,338","2,309","7,658",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9613604
TIAN XI,16P0185,9704764,"General Dry Cargo Ship, Double Side Skin",189.99,187,28.5,15.8,11,"26,600","11,395","38,098",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9704764
ZHONG QUAN 6,20C0976,9948097,Barge Carrier,128,119.1,28,7.38,5.1,"7,052","2,115","9,996",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9948097
BLUE SKYE,09T0177,9566679,General Dry Cargo Ship,117,110,19.7,8.5,6.45,"5,338","2,309","7,734",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9566679
SILVER SMOOTH,09H0213,9563029,General Dry Cargo Ship,110.4,100.9,19.6,11.8,7.6,"7,243","2,881","8,550",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9563029
SHENG TAI,97G2009,9169304,General Dry Cargo Ship,98.5,92,16.8,7.8,5.8,"4,048","1,836","5,210",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9169304
STAR LIGHT NO.1,04L3020,9332391,Open-Top Container Ship,49.96,48.6,13,4.75,2786,897,303,"1,032",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9332391
PACIFIC TITAN,20G0359,9913224,General Dry Cargo Ship,199.9,196.5,32.26,19.3,11.3,"38,988","19,471","61,629",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9913224
ICON GALATIA V,21A0151,9982160,Bulk Carrier/Container Ship,119.9,117.5,22.8,7.3,5.2,"7,028","3,935","8,977",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9982160
MCP LINZ,08D0112,9383493,General Dry Cargo Ship,117,110,19.7,8.5,6.45,"5,338","2,309","7,665",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9383493
DA QING XIA,11G0176,9451331,General Dry Cargo Ship,166.5,158.32,27.4,14.2,8.5,"20,949","10,309","28,341",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9451331
LUNG MUN,97A2003,9145621,Container Ship,128.33,117.6,20.2,10.9,8.3,"7,310","3,144","9,632",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9145621
BEI JIANG,05K3024,9364710,Container Ship,110,103,19.7,8.5,6.5,"5,250","2,976","7,624",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9364710
