NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
GRAMBA ,219185,9917048,BULK CARRIER ,199.900 ,197.000 , 32.240 , 18.600 ,13.025 ,"34,467 ","20,176 ","61,233 ",https://www.vesselfinder.com/vessels/details/9917048
PM HAYABUSA II ,221056,9926477,BULK CARRIER ,199.990 ,197.300 , 32.240 , 19.220 ,13.520 ,"36,298 ","21,291 ","63,883 ",https://www.vesselfinder.com/vessels/details/9926477
MIKATA ,051843,9295608,BULK CARRIER ,288.970 ,280.450 , 45.000 , 24.400 ,17.955 ,"89,580 ","59,130 ","177,173 ",https://www.vesselfinder.com/vessels/details/9295608
GENEVA STAR ,154760,9728124,BULK CARRIER ,228.990 ,225.100 , 32.260 , 20.000 ,14.429 ,"43,013 ","27,444 ","81,846 ",https://www.vesselfinder.com/vessels/details/9728124
RIA ,128420,9595369,BULK CARRIER ,180.400 ,172.450 , 30.000 , 14.400 ,9.916 ,"22,432 ","11,612 ","34,039 ",https://www.vesselfinder.com/vessels/details/9595369
PRINCESS FAYZAH ,020110,9260859,BULK/LUMBER CARRIER ,169.260 ,161.210 , 27.200 , 13.600 ,9.778 ,"16,963 ","10,498 ","28,379 ",https://www.vesselfinder.com/vessels/details/9260859
UNI BULKER ,160638,9731808,BULK/LUMBER CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.540 ,"23,269 ","12,101 ","37,675 ",https://www.vesselfinder.com/vessels/details/9731808
IVONE ,143085,9691486,BULK CARRIER ,169.370 ,161.210 , 27.200 , 13.600 ,9.819 ,"17,027 ","10,108 ","28,294 ",https://www.vesselfinder.com/vessels/details/9691486
CLIFTON BAY ,123956,9615743,BULK CARRIER ,197.000 ,194.000 , 32.260 , 18.100 ,12.676 ,"33,126 ","19,142 ","58,628 ",https://www.vesselfinder.com/vessels/details/9615743
AC SHANGHAI ,019636,9225055,BULK CARRIER ,224.970 ,219.230 , 32.250 , 19.800 ,14.167 ,"40,570 ","24,975 ","75,211 ",https://www.vesselfinder.com/vessels/details/9225055
NAVIOS ACE ,118318,9592771,BULK CARRIER ,292.075 ,284.190 , 45.000 , 24.800 ,18.322 ,"92,884 ","59,331 ","178,929 ",https://www.vesselfinder.com/vessels/details/9592771
ESL DOLPHIN ,110819,9520716,BULK CARRIER ,291.971 ,284.230 , 45.000 , 24.700 ,18.221 ,"93,228 ","60,051 ","179,527 ",https://www.vesselfinder.com/vessels/details/9520716
CORRAL ,042475,9310575,BULK CARRIER ,137.030 ,130.110 , 23.000 , 11.400 ,8.316 ,"9,978 ","5,489 ","16,302 ",https://www.vesselfinder.com/vessels/details/9310575
MARIBLUE ,124276,9566411,BULK CARRIER ,189.990 ,182.990 , 32.250 , 18.100 ,12.715 ,"31,754 ","18,653 ","56,111 ",https://www.vesselfinder.com/vessels/details/9566411
CHRIS ,102583,9565118,BULK CARRIER ,189.990 ,185.640 , 32.260 , 18.000 ,12.818 ,"32,983 ","19,191 ","56,838 ",https://www.vesselfinder.com/vessels/details/9565118
ENERGY HOPE ,121057,9602356,BULK CARRIER ,228.990 ,222.540 , 32.260 , 20.050 ,14.429 ,"43,093 ","27,239 ","82,122 ",https://www.vesselfinder.com/vessels/details/9602356
NEW PINNACLE ,200169,9865013,BULK CARRIER ,180.000 ,176.000 , 30.400 , 15.100 ,10.324 ,"24,205 ","12,215 ","39,042 ",https://www.vesselfinder.com/vessels/details/9865013
PROTEAS ,050474,9288459,BULK CARRIER ,225.000 ,217.810 , 32.260 , 19.300 ,14.028 ,"39,964 ","25,889 ","76,454 ",https://www.vesselfinder.com/vessels/details/9288459
OLGA ,960612,9109548,BULK CARRIER ,148.170 ,136.510 , 22.800 , 12.200 ,9.120 ,"11,121 ","6,859 ","18,319 ",https://www.vesselfinder.com/vessels/details/9109548
FEDERAL IBUKI ,182805,9832705,BULK CARRIER ,199.980 ,195.380 , 32.240 , 19.150 ,13.418 ,"35,832 ","20,839 ","63,386 ",https://www.vesselfinder.com/vessels/details/9832705
MYRTO ,130286,9518086,BULK CARRIER ,228.990 ,222.540 , 32.260 , 20.050 ,14.429 ,"43,012 ","27,239 ","82,131 ",https://www.vesselfinder.com/vessels/details/9518086
SHIRARA ,094413,9513816,BULK CARRIER ,288.930 ,281.610 , 45.000 , 24.700 ,18.170 ,"90,111 ","59,287 ","180,188 ",https://www.vesselfinder.com/vessels/details/9513816
GEORGE ISLAND ,111606,9573749,BULK CARRIER ,291.980 ,284.280 , 45.000 , 24.700 ,18.237 ,"92,752 ","60,504 ","181,352 ",https://www.vesselfinder.com/vessels/details/9573749
DAXIA ,112862,9588598,BULK CARRIER ,189.990 ,185.640 , 32.260 , 18.000 ,12.818 ,"32,983 ","19,191 ","56,811 ",https://www.vesselfinder.com/vessels/details/9588598
IBRAHIM JAHAN ,052358,9290854,BULK CARRIER ,189.990 ,182.970 , 32.260 , 17.900 ,12.575 ,"31,247 ","18,504 ","56,034 ",https://www.vesselfinder.com/vessels/details/9290854
MEDI PORTLAND ,180700,9782625,BULK CARRIER ,199.900 ,195.000 , 32.260 , 18.600 ,13.025 ,"34,967 ","19,834 ","60,072 ",https://www.vesselfinder.com/vessels/details/9782625
KAMADIYA ,083957,9360013,BULK CARRIER ,190.000 ,186.480 , 32.260 , 18.100 ,12.735 ,"31,532 ","18,767 ","56,557 ",https://www.vesselfinder.com/vessels/details/9360013
THOR FORTUNE ,112783,9424613,BULK CARRIER ,189.990 ,185.920 , 32.260 , 17.620 ,12.444 ,"31,487 ","16,730 ","54,123 ",https://www.vesselfinder.com/vessels/details/9424613
VIYADA NAREE ,160734,9722039,BULK/LUMBER CARRIER ,182.000 ,178.700 , 30.000 , 14.800 ,10.525 ,"24,235 ","12,826 ","38,716 ",https://www.vesselfinder.com/vessels/details/9722039
PACIFIC MELODY ,128484,9643609,BULK CARRIER ,158.150 ,149.810 , 24.000 , 13.800 ,9.998 ,"15,304 ","8,954 ","25,081 ",https://www.vesselfinder.com/vessels/details/9643609
VENATOR ,192520,9836983,BULK CARRIER ,228.990 ,225.100 , 32.260 , 20.000 ,14.429 ,"43,065 ","27,465 ","81,700 ",https://www.vesselfinder.com/vessels/details/9836983
EYLEM ,002008,9223643,BULK/LUMBER CARRIER ,137.030 ,130.110 , 23.000 , 11.400 ,8.316 ,"9,978 ","5,489 ","16,213 ",https://www.vesselfinder.com/vessels/details/9223643
FUAT SEZGIN ,115735,9597587,GENERAL CARGO ,179.970 ,173.520 , 29.800 , 15.000 ,10.536 ,"23,264 ","12,134 ","38,278 ",https://www.vesselfinder.com/vessels/details/9597587
AGIA VALENTINA ,085179,9472701,BULK/LUMBER CARRIER ,170.700 ,163.800 , 27.000 , 13.800 ,9.716 ,"17,979 ","10,748 ","29,572 ",https://www.vesselfinder.com/vessels/details/9472701
SANTA ACE ,223382,9951977,BULK CARRIER ,199.980 ,195.400 , 32.240 , 19.300 ,13.526 ,"36,177 ","21,173 ","63,725 ",https://www.vesselfinder.com/vessels/details/9951977
SAKURA FORTUNE ,210379,9881172,BULK CARRIER ,182.870 ,179.950 , 31.000 , 14.700 ,10.346 ,"25,010 ","12,488 ","39,936 ",https://www.vesselfinder.com/vessels/details/9881172
PROPEL PROGRESS ,970981,9152234,BULK/LUMBER CARRIER ,176.500 ,166.450 , 27.000 , 14.600 ,10.348 ,"18,877 ","11,227 ","30,833 ",https://www.vesselfinder.com/vessels/details/9152234
AFRICAN PELICAN ,150331,9692789,BULK/LUMBER CARRIER ,179.960 ,174.540 , 30.000 , 14.050 ,9.822 ,"21,532 ","11,201 ","34,365 ",https://www.vesselfinder.com/vessels/details/9692789
BUNUN INFINITY ,163892,9732436,BULK/LUMBER CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.540 ,"23,239 ","12,101 ","37,654 ",https://www.vesselfinder.com/vessels/details/9732436
LUISE OLDENDORFF ,152117,9714240,BULK CARRIER ,299.970 ,291.530 , 50.000 , 25.000 ,18.473 ,"107,553 ","67,428 ","207,562 ",https://www.vesselfinder.com/vessels/details/9714240
K. RUBY ,115471,9514042,BULK CARRIER ,190.000 ,186.480 , 32.260 , 18.100 ,12.735 ,"31,540 ","18,765 ","55,688 ",https://www.vesselfinder.com/vessels/details/9514042
MARYLISA V ,039084,9272785,BULK CARRIER ,189.990 ,182.870 , 32.260 , 17.000 ,12.024 ,"30,174 ","17,907 ","52,428 ",https://www.vesselfinder.com/vessels/details/9272785
TS ALPHA ,150146,9719329,BULK/LUMBER CARRIER ,182.000 ,178.700 , 30.000 , 14.800 ,10.525 ,"24,159 ","12,826 ","38,872 ",https://www.vesselfinder.com/vessels/details/9719329
SARIKA NAREE ,152850,9726425,BULK CARRIER ,199.900 ,194.500 , 32.260 , 18.500 ,13.322 ,"36,416 ","21,225 ","63,023 ",https://www.vesselfinder.com/vessels/details/9726425
CORONA NATURE ,092724,9401908,BULK CARRIER ,228.410 ,223.280 , 36.500 , 19.890 ,13.969 ,"46,783 ","27,167 ","86,356 ",https://www.vesselfinder.com/vessels/details/9401908
BRILLIANT SAKURA ,203545,9867413,BULK CARRIER ,229.000 ,226.000 , 32.240 , 20.150 ,14.594 ,"43,509 ","27,565 ","81,800 ",https://www.vesselfinder.com/vessels/details/9867413
MARGUERITE ,222356,9932763,BULK CARRIER ,189.990 ,185.960 , 32.260 , 17.870 ,12.568 ,"31,932 ","16,756 ","55,737 ",https://www.vesselfinder.com/vessels/details/9932763
REIHOU ,134873,9641388,BULK CARRIER ,239.900 ,236.400 , 43.000 , 20.500 ,13.053 ,"60,873 ",-- ,"97,114 ",https://www.vesselfinder.com/vessels/details/9641388
OCEAN PRINCE ,041712,9279771,BULK CARRIER ,225.000 ,217.810 , 32.260 , 19.300 ,14.028 ,"39,964 ","25,889 ","76,423 ",https://www.vesselfinder.com/vessels/details/9279771
THOR FUTURE ,061277,9326146,BULK CARRIER ,189.990 ,185.790 , 32.260 , 17.620 ,12.436 ,"31,196 ","16,729 ","54,170 ",https://www.vesselfinder.com/vessels/details/9326146
ESTRELLA ,121912,9477270,GENERAL CARGO ,182.980 ,179.360 , 32.260 , 17.150 ,12.151 ,"29,104 ","15,554 ","50,448 ",https://www.vesselfinder.com/vessels/details/9477270
IMPRESSION BAY ,154451,9722431,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.540 ,"23,506 ","12,197 ","37,470 ",https://www.vesselfinder.com/vessels/details/9722431
KEN MOONYS ,160461,9748382,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.541 ,"23,221 ","13,278 ","37,488 ",https://www.vesselfinder.com/vessels/details/9748382
AC SPLENDOR ,050844,9288239,BULK/LUMBER CARRIER ,177.000 ,169.450 , 28.400 , 14.250 ,10.018 ,"19,885 ","11,140 ","32,739 ",https://www.vesselfinder.com/vessels/details/9288239
FALCON TRIDENT ,170246,9717591,BULK CARRIER ,199.900 ,194.850 , 32.260 , 18.500 ,13.318 ,"36,336 ","21,529 ","63,501 ",https://www.vesselfinder.com/vessels/details/9717591
ODELMAR ,179070,9773313,BULK CARRIER ,180.000 ,176.670 , 30.000 , 14.700 ,10.340 ,"24,184 ","12,062 ","36,150 ",https://www.vesselfinder.com/vessels/details/9773313
SUNFLOWER ,125811,9633020,BULK CARRIER ,169.370 ,160.400 , 27.200 , 13.600 ,9.819 ,"17,027 ","10,108 ","28,364 ",https://www.vesselfinder.com/vessels/details/9633020
SEA FALCON II ,114367,9595163,BULK CARRIER ,186.400 ,178.930 , 27.800 , 15.600 ,10.998 ,"22,662 ","12,531 ","37,152 ",https://www.vesselfinder.com/vessels/details/9595163
UNIWELL ,069463,9309643,BULK CARRIER ,189.990 ,182.870 , 32.260 , 17.000 ,12.022 ,"30,027 ","17,843 ","52,454 ",https://www.vesselfinder.com/vessels/details/9309643
EVER BEST ,132381,9607837,BULK CARRIER ,229.000 ,225.400 , 32.260 , 20.100 ,14.467 ,"44,407 ","27,199 ","81,717 ",https://www.vesselfinder.com/vessels/details/9607837
GCL HAZIRA ,219200,9926726,BULK CARRIER ,228.900 ,226.000 , 32.240 , 20.200 ,14.523 ,"44,019 ","27,425 ","81,986 ",https://www.vesselfinder.com/vessels/details/9926726
IRMGARD ,123425,9590967,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.536 ,"23,268 ","12,134 ","38,167 ",https://www.vesselfinder.com/vessels/details/9590967
DAYTONA BEACH ,123338,9615054,BULK/LUMBER CARRIER ,169.370 ,161.210 , 27.200 , 13.600 ,9.819 ,"17,019 ","10,108 ","28,233 ",https://www.vesselfinder.com/vessels/details/9615054
C.S. OLIVE ,092751,9461075,BULK CARRIER ,228.990 ,222.540 , 32.260 , 20.050 ,14.429 ,"43,012 ","27,239 ","82,175 ",https://www.vesselfinder.com/vessels/details/9461075
JC NATURE ,043299,9316672,BULK CARRIER ,224.940 ,217.970 , 32.260 , 19.500 ,14.139 ,"39,736 ","25,754 ","76,629 ",https://www.vesselfinder.com/vessels/details/9316672
RISING WIND ,141615,9582984,BULK CARRIER ,228.990 ,222.540 , 32.260 , 20.050 ,14.429 ,"43,013 ","27,210 ","82,151 ",https://www.vesselfinder.com/vessels/details/9582984
INDIAN BULKER ,170403,9791925,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.540 ,"23,232 ","12,101 ","37,717 ",https://www.vesselfinder.com/vessels/details/9791925
