NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
PRINCESS SUZAN ,943518,9106730,BULK CARRIER ,188.330 ,180.370 , 31.000 , 16.300 ,11.504 ,"26,040 ","14,870 ","45,862 ",https://www.vesselfinder.com/vessels/details/9106730
RB LISA ,162732,9730828,BULK CARRIER ,229.000 ,225.020 , 32.260 , 20.200 ,14.569 ,"44,411 ","26,819 ","81,364 ",https://www.vesselfinder.com/vessels/details/9730828
HC VICTORY ,051861,9291119,BULK CARRIER ,225.000 ,217.680 , 32.260 , 19.300 ,13.994 ,"38,871 ","25,194 ","75,804 ",https://www.vesselfinder.com/vessels/details/9291119
PARABURDOO ,133617,9621247,ORE CARRIER ,329.950 ,321.780 , 57.000 , 25.100 ,18.025 ,"132,587 ","45,945 ","251,053 ",https://www.vesselfinder.com/vessels/details/9621247
APEX VOYAGER ,190329,9806330,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.540 ,"23,232 ","12,101 ","37,717 ",https://www.vesselfinder.com/vessels/details/9806330
WORLD PROSPER ,219149,9911721,BULK CARRIER ,228.900 ,226.000 , 32.240 , 20.200 ,14.523 ,"43,987 ","27,425 ","82,065 ",https://www.vesselfinder.com/vessels/details/9911721
CAPE KALLIA ,120261,9447160,BULK CARRIER ,299.950 ,293.050 , 49.000 , 24.980 ,18.369 ,"106,804 ","64,411 ","203,027 ",https://www.vesselfinder.com/vessels/details/9447160
SEAGEM ,193104,9758375,BULK CARRIER ,228.990 ,225.100 , 32.260 , 20.000 ,14.429 ,"43,232 ","27,490 ","81,714 ",https://www.vesselfinder.com/vessels/details/9758375
HOANH SON SUN ,002202,9217670,BULK CARRIER ,229.930 ,221.310 , 38.000 , 19.900 ,13.819 ,"48,029 ","26,659 ","88,222 ",https://www.vesselfinder.com/vessels/details/9217670
BULK FREEDOM ,050410,9317092,BULK CARRIER ,189.990 ,182.870 , 32.260 , 17.000 ,12.022 ,"30,057 ","18,207 ","52,454 ",https://www.vesselfinder.com/vessels/details/9317092
YASA KAPTAN ERBIL ,100018,9514341,BULK CARRIER ,189.990 ,182.990 , 32.250 , 18.100 ,12.715 ,"31,756 ","18,651 ","56,169 ",https://www.vesselfinder.com/vessels/details/9514341
ETERNAL RESOURCE ,121903,9515187,BULK CARRIER ,254.990 ,249.910 , 43.000 , 19.390 ,13.599 ,"58,596 ","34,622 ","107,342 ",https://www.vesselfinder.com/vessels/details/9515187
CAPE HOPE ,144436,9700823,BULK CARRIER ,299.940 ,291.940 , 50.000 , 24.700 ,18.270 ,"107,229 ","69,478 ","207,472 ",https://www.vesselfinder.com/vessels/details/9700823
SHAGANG VOLITION ,120012,9519573,ORE CARRIER ,327.000 ,321.500 , 55.000 , 29.000 ,21.427 ,"152,306 ","55,601 ","298,004 ",https://www.vesselfinder.com/vessels/details/9519573
THOR FRIENDSHIP ,100115,9424601,BULK CARRIER ,189.990 ,185.920 , 32.260 , 17.620 ,12.444 ,"31,487 ","16,730 ","54,123 ",https://www.vesselfinder.com/vessels/details/9424601
TAI KNIGHTHOOD ,210360,9883845,BULK CARRIER ,229.000 ,225.000 , 38.000 , 19.100 ,13.519 ,"47,020 ","28,028 ","84,434 ",https://www.vesselfinder.com/vessels/details/9883845
OASIS ISLAND ,155220,9758753,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.542 ,"23,226 ","12,101 ","37,816 ",https://www.vesselfinder.com/vessels/details/9758753
SIRIUS ,119043,9541887,BULK CARRIER ,180.000 ,172.950 , 30.000 , 14.700 ,9.917 ,"23,456 ","11,522 ","34,537 ",https://www.vesselfinder.com/vessels/details/9541887
MANALAGI VIRA ,108499,9456159,BULK CARRIER ,189.990 ,185.650 , 32.260 , 18.000 ,12.818 ,"32,987 ","21,107 ","56,838 ",https://www.vesselfinder.com/vessels/details/9456159
DENITA WAVE ,119680,9476458,BULK CARRIER ,229.200 ,222.900 , 38.000 , 20.700 ,14.923 ,"51,255 ","31,192 ","93,201 ",https://www.vesselfinder.com/vessels/details/9476458
ULTRA ESTERHAZY ,125327,9643946,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.536 ,"23,264 ","12,134 ","38,228 ",https://www.vesselfinder.com/vessels/details/9643946
UNITED SAPPHIRE ,192857,9840972,BULK CARRIER ,229.000 ,225.000 , 38.000 , 19.100 ,13.518 ,"47,006 ","28,028 ","85,165 ",https://www.vesselfinder.com/vessels/details/9840972
WINNING YOUTH ,052066,9278636,BULK CARRIER ,299.950 ,294.270 , 50.000 , 24.100 ,17.910 ,"101,933 ","66,396 ","203,195 ",https://www.vesselfinder.com/vessels/details/9278636
YAMAYURI ,032991,9307853,COAL CARRIER ,139.920 ,137.010 , 26.000 , 13.600 ,6.499 ,"15,128 ",-- ,"12,588 ",https://www.vesselfinder.com/vessels/details/9307853
CURIA ,152693,9710048,BULK CARRIER ,189.990 ,186.350 , 32.260 , 18.000 ,12.818 ,"32,540 ","19,282 ","57,559 ",https://www.vesselfinder.com/vessels/details/9710048
ALMIRA ,111979,9581784,BULK CARRIER ,199.980 ,195.390 , 32.240 , 18.600 ,13.010 ,"34,778 ","20,209 ","61,496 ",https://www.vesselfinder.com/vessels/details/9581784
MANTA HATICE ,073378,9338565,GENERAL CARGO/LUMBER ,175.530 ,167.760 , 29.400 , 13.700 ,9.640 ,"19,816 ","10,512 ","31,931 ",https://www.vesselfinder.com/vessels/details/9338565
YASA ILHAN ,070168,9396218,BULK CARRIER ,189.990 ,182.970 , 32.260 , 17.900 ,12.573 ,"31,255 ","18,516 ","55,526 ",https://www.vesselfinder.com/vessels/details/9396218
LADY DIMINE ,105095,9573957,BULK CARRIER ,169.370 ,161.210 , 27.200 , 13.600 ,9.819 ,"17,019 ","10,108 ","28,316 ",https://www.vesselfinder.com/vessels/details/9573957
MARIKA ,083708,9464534,BULK/LUMBER CARRIER ,169.370 ,161.210 , 27.200 , 13.600 ,9.819 ,"17,018 ","10,109 ","28,343 ",https://www.vesselfinder.com/vessels/details/9464534
HORIZON ,079802,9323637,BULK CARRIER ,178.720 ,170.870 , 28.000 , 14.000 ,9.863 ,"19,891 ","10,596 ","30,803 ",https://www.vesselfinder.com/vessels/details/9323637
BRONCO ,140689,9675717,BULK CARRIER ,169.370 ,161.210 , 27.200 , 13.600 ,9.819 ,"17,019 ","10,108 ","28,220 ",https://www.vesselfinder.com/vessels/details/9675717
SPAR TAURUS ,059397,9299288,BULK CARRIER ,190.000 ,, ,  ,12.562 ,"32,474 ",-- ,"53,195 ",https://www.vesselfinder.com/vessels/details/9299288
AMARILLO ,974701,9180011,BULK/LUMBER CARRIER ,169.030 ,161.210 , 27.200 , 13.600 ,9.760 ,"16,764 ","10,452 ","28,545 ",https://www.vesselfinder.com/vessels/details/9180011
FEDERAL MASAMUNE ,213251,9908310,BULK CARRIER ,199.990 ,197.000 , 32.260 , 18.970 ,13.346 ,"34,817 ","20,791 ","62,464 ",https://www.vesselfinder.com/vessels/details/9908310
ALKYONIS ,161212,9709465,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.541 ,"23,266 ","13,278 ","37,418 ",https://www.vesselfinder.com/vessels/details/9709465
NEW MOMENTUM ,181242,9804954,BULK CARRIER ,180.000 ,176.000 , 30.400 , 15.100 ,10.324 ,"24,203 ","12,215 ","39,042 ",https://www.vesselfinder.com/vessels/details/9804954
AROMO ,203032,9883144,BULK CARRIER ,179.970 ,173.520 , 29.800 , 15.000 ,10.540 ,"23,302 ","12,101 ","37,927 ",https://www.vesselfinder.com/vessels/details/9883144
NEMRUT BAY ,192390,9860788,BULK/LUMBER CARRIER ,179.970 ,174.540 , 30.000 , 14.050 ,9.822 ,"21,627 ","11,199 ","34,431 ",https://www.vesselfinder.com/vessels/details/9860788
S-BRILLIANT ,040865,9275323,BULK CARRIER ,189.960 ,181.710 , 32.200 , 16.500 ,11.623 ,"28,171 ","16,065 ","48,821 ",https://www.vesselfinder.com/vessels/details/9275323
BRIGHT COMET ,989582,9138707,BULK CARRIER ,160.400 ,151.710 , 25.790 , 13.700 ,9.570 ,"15,888 ","8,060 ","24,111 ",https://www.vesselfinder.com/vessels/details/9138707
