NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
CSCL SOUTH CHINA SEA,14G0191,9645920,Container Ship,335,319,48.6,27.2,14,"116,568","73,511","121,186",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9645920
REN JIAN 8,06J2039,9326756,Container Ship,264.11,249,32.2,19.5,11.3,"41,899","24,786","53,704",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9326756
HAI FENG LIAN XING,02L2021,9258715,Container Ship,144.83,134,22.4,11,6.7,"9,413","5,421","12,696",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9258715
NEW MINGZHOU 66,16N0138,9751743,Container Ship,147.9,139.6,23.25,11.5,7.3,"9,998","5,122","13,273",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9751743
TIAN HAI PING ZE,02P2024,9216834,Container Ship,127.96,118.75,20.6,10.8,7.3,"7,360","3,085","8,406",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9216834
XIN SU ZHOU,04A1009,9262144,Container Ship,263.23,251.4,32.2,19.3,12.5,"41,482","24,001","50,137",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9262144
MSC OSCAR,14V0227,9703291,Container Ship,395.47,379.4,59,30.3,14.5,"192,784","111,432","199,273",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9703291
XIN NING BO,03G3011,9270464,Container Ship,279.9,265.8,40.3,24.1,14,"66,433","37,567","69,323",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9270464
XIU HONG,08U0242,8773237,Container Ship,140,130,19.8,9.82,7.3,"8,040","4,297","11,217",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=8773237
COSCO VALENCIA,13B0066,9484390,Container Ship,261.1,247.09,32.25,19.3,11,"40,465","23,892","49,985",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9484390
