NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
HE YANG,00L3506,9179476,Container Ship,135.6,125,22.5,11.2,7.6,"9,030","4,222","10,934",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9179476
MERATUS WAINGAPU,19J0172,9838888,Open-Top Container Ship,146,142.2,23.25,10.5,6.5,"11,512","4,427","13,219",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9838888
CMA CGM PALAIS ROYAL,20P0412,9839181,Container Ship,399.9,393.9,61.3,33.5,14.5,"236,583","101,823","221,294",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9839181
REN JIAN 17,09J0306,9450923,Container Ship,260.31,247,32.2,19.2,12.6,"42,112","25,378","54,328",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9450923
MSC MIRJA,16R0118,9762338,Container Ship,398.45,382.4,59,30.3,14.5,"194,308","112,221","200,148",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9762338
TIAN SHENG HE,10J0081,9437543,Container Ship,294,284.16,32.2,21.8,12,"54,005","32,333","63,292",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9437543
CSCL GLOBE,14F0213,9695121,Container Ship,399.67,383,58.6,30.5,14.5,"188,638","86,434","184,320",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9695121
COSCO IZMIR,13P0101,9484508,Container Ship,261.1,247.09,32.25,19.3,11,"40,465","23,892","49,952",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9484508
TANTO TERIMA,18B0137,9852389,Container Ship,119.9,115,21.8,7.3,5.2,"6,616","3,048","8,410",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9852389
ZHONG WAI YUN XIN GANG,97G3343,9155092,Container Ship,195.74,184,32.25,18.8,9.8,"29,115","17,030","40,100",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9155092
IFAMA MAS,98L0224,9164251,Container Ship,155,145.77,25,13.9,8.41,"14,120","6,004","17,375",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9164251
COSCO VENICE,13U0083,9484405,Container Ship,261.1,247.09,32.25,19.3,11,"40,465","23,892","49,973",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9484405
TIAN FU(TIANJIN),96C3311,9142265,Container Ship,97.97,89.95,18.4,10.6,6.75,"5,070","2,801","6,602",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9142265
CMA CGM LIBRA,10X0347,9399193,Container Ship,363.61,348,45.6,29.74,13,"131,332","59,901","131,292",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9399193
CSCL INDIAN OCEAN,15L0016,9695157,Container Ship,399.67,383,58.6,30.5,14.5,"188,638","86,434","184,320",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9695157
XIN YANG PU,08Q0100,9320477,Container Ship,263.23,251.88,32.2,19.3,11,"41,482","24,001","52,200",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9320477
CURUG MAS,16G6181,9791779,Open-Top Container Ship,107.8,105.6,18,8.5,4.8,"4,990","2,519","5,879",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9791779
CMA CGM MONTMARTRE,21L0092,9839155,Container Ship,399.9,393.9,61.3,33.5,14.5,"236,583","101,823","221,103",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9839155
AYER MAS,16X6265,9813151,Open-Top Container Ship,107.8,105.6,18,8.5,4.8,"4,990","2,519","5,882",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9813151
ZHONG GU YING KOU,18R6177,9809239,Container Ship,179.99,177,32.2,16.2,10.7,"28,554","13,522","40,496",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9809239
MERATUS LEMBAR,18K0099,9821524,Open-Top Container Ship,123.6,120.8,21.8,9.53,5.3,"8,588","4,602","8,587",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9821524
MSC REEF,16E0107,9754965,Container Ship,398.45,382.4,59,30.3,14.5,"194,308","112,221","200,148",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9754965
XIN MING ZHOU 108,20H0084,9915026,Container Ship,171.95,168.7,27.5,14.3,8.5,"18,731","7,597","23,825",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9915026
MERATUS LABUAN BAJO,18W0041,9821500,Open-Top Container Ship,123.6,120.8,21.8,9.53,7.3,"8,588","4,602","8,464",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9821500
COSCO SHIPPING THAMES,17V0035,9731937,Container Ship,299.9,283.52,48.2,24.8,13,"94,623","54,106","111,203",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9731937
SINOTRANS KAOHSIUNG,17X0060,9792620,Container Ship,171.99,164,28.4,14.5,8.5,"19,070","7,687","24,753",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9792620
NAGALEADER,96M0031,9122306,Container Ship,112.5,105,18.2,8.7,6.7,"4,914","2,306","7,032",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9122306
MSC INGY,16R0164,9755945,Container Ship,399.97,383.01,58.8,30.2,14.5,"193,489","112,017","202,347",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9755945
XIN BIN ZHOU,99R2028,9185413,Container Ship,210.88,196,32.26,19,10,"32,322","12,517","39,128",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9185413
ZHONG GU FU JIAN,10P0339,9400124,Container Ship,275,262,32.2,18.21,12,"50,963","30,224","63,272",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9400124
MSC CAROLE,21F0432,9785445,Container Ship,328.46,313.13,48.2,27.2,13,"113,697","70,297","120,218",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9785445
TANTO KARYA,19N0751,9915375,Container Ship,119.9,117.5,21.8,7.3,5.2,"6,616","3,048","8,505",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9915375
PROS FORTUNE,99K4023,9199775,Container Ship,108,103.25,17.3,8.35,6.15,"4,388","2,058","6,273",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9199775
MERATUS WAIGEO,19Q0017,9838876,Open-Top Container Ship,146,142.2,23.25,10.5,6.5,"11,512","6,447","13,201",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9838876
PALUNG MAS,16W6149,9791755,Open-Top Container Ship,107.8,105.6,18,8.5,4.8,"4,990","2,519","5,894",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9791755
WAN HAI 507,07U0191,9326407,Container Ship,268.8,256.5,32.2,19.2,11,"42,894","19,177","52,146",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9326407
ZHONG GU DONG HAI,17X6040,9842322,Container Ship,171.95,168.7,27.5,14.3,8.5,"18,490","7,597","24,124",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9842322
YU XIN,95K2324,9104990,Container Ship,149.7,140.72,22.3,11.1,8.26,"9,530","5,088","12,380",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9104990
COSCO PIRAEUS,13Q0010,9484364,Container Ship,261.1,247.09,32.25,19.3,11,"40,465","23,892","49,997",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9484364
CMA CGM RIO GRANDE,16N0023,9722699,Container Ship,299.9,286,48.2,25,12.5,"94,440","52,015","110,552",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9722699
XIN LAN ZHOU,12D0155,9523031,Container Ship,255.1,242,37.3,19.6,13,"47,917","24,185","67,061",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9523031
COSCO SHIPPING SEINE,17M0096,9731949,Container Ship,299.9,283.52,48.2,24.8,13,"94,623","54,106","111,401",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9731949
WAN HAI 510,08R0239,9326433,Container Ship,268.8,256.5,32.2,19.2,11,"42,894","19,177","52,138",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9326433
NEW MINGZHOU 68,17C0018,9751755,Container Ship,147.9,139.6,23.25,11.5,7.3,"9,998","5,122","13,266",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9751755
SONGYUNHE,98G3026,9160700,Container Ship,182.87,172,27.6,14,10.1,"16,737","9,236","24,237",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9160700
CSCL MERCURY,11A0423,9467275,Container Ship,366.07,350,51.2,29.9,14.5,"151,993","80,514","155,374",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9467275
MILD SONATA,14A0116,9666857,Container Ship,147.9,139.6,23.25,11.5,7.3,"9,994","5,122","13,238",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9666857
SITC LIAONING,15Q0089,9712369,Container Ship,171.99,169.2,27.6,14,8.5,"17,277","7,032","21,294",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9712369
REN JIAN 16,09H0305,9450911,Container Ship,260.32,247,32.2,19.2,11,"42,112","25,378","54,405",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9450911
HUA HANG 6,07L0206,9339040,Container Ship,129.6,120.34,20.6,10.8,7.4,"7,545","3,165","8,243",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9339040
SINOTRANS KEELUNG,17Y0061,9792632,Container Ship,171.99,164,28.4,14.5,8.5,"19,070","7,687","24,700",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9792632
MTT SAISUNEE,19T0848,9813852,Container Ship,159.93,150.58,24.61,11.5,6,"13,059","5,040","15,381",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9813852
XIN YA ZHOU,07T0098,9334935,Container Ship,335,320.06,42.8,24.8,13,"90,757","57,364","102,396",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9334935
WAN HAI 231,00E1016,9208150,Container Ship,191.45,180,28,14.1,9.5,"17,751","6,636","21,052",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9208150
NORDBORG MÆRSK,19V0436,9885142,Container Ship,172,168.6,32.2,16.8,8.5,"26,255","8,672","27,538",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9885142
XIN XU ZHOU,13D0068,9523081,Container Ship,255.1,242,37.3,19.6,13,"47,917","24,185","66,926",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9523081
MTT SENARI,20D1069,9813876,Container Ship,159.98,150.6,24.6,11.5,6,"13,059","5,040","15,368",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9813876
XIN DA LIAN,03K1013,9234331,Container Ship,279.9,265.8,40.3,24.1,14,"66,433","37,567","69,023",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9234331
SINOTRANS BANGKOK,17K0163,9792656,Container Ship,171.99,164,28.4,14.5,8.5,"19,070","7,687","24,693",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9792656
HONG CHANG SHENG,99X0010,9178525,Container Ship,193.9,184,32.2,16.4,10.25,"25,497","10,638","28,879",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9178525
REN JIAN 20,10K0335,9464699,Container Ship,247.29,247,32.2,19.2,11,"42,110","25,378","54,282",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9464699
ZHONG GU PENG LAI,18J6101,9809203,Container Ship,179.99,177,32.2,16.2,10.7,"28,433","13,522","40,509",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9809203
