NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
CHANG CHANG NAN HAI,10U0344,9535864,Bulk Carrier,189.99,185,32.26,18,11.3,"33,036","19,270","57,034",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9535864
HUA XING HAI,17C0110,9758583,Bulk Carrier,229,225.5,32.26,20.05,12.2,"44,103","27,297","81,108",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9758583
ZHONG PENG XI WANG,13S0127,9497581,Bulk Carrier,229,222,32.26,20.25,14.62,"43,365","27,334","79,441",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9497581
SHANDONG FU HUI,17Y0153,9734733,Bulk Carrier,229,225.5,32.26,20.05,12.2,"44,120","27,591","81,782",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9734733
SHANDONG DREAM,19Y0761,9907952,Bulk Carrier,300,295.15,50,25.2,16.1,"109,463","67,965","207,997",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9907952
WUGANG CAIFU,12Q0511,9510486,Ore Carrier,327,321.5,55,29,21.4,"153,604","51,860","299,274",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9510486
SEA CREDENCE,10E0560,9479010,Bulk Carrier,189.99,182,32.26,17.9,11.2,"31,248","18,467","55,640",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9479010
ZHE HAI 363,11C0080,9580778,Bulk Carrier,189.99,183.8,32.26,18,11.5,"33,147","19,899","57,525",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9580778
XIN YI HAI 16,11B0171,9615664,Bulk Carrier,189.99,185,32.26,18,11.3,"32,964","19,142","57,008",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9615664
G. P. ZAFIRAKIS,14U0364,9671931,Bulk Carrier,295,285,46,24.8,16.5,"94,984","59,619","179,492",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9671931
HAUT BRION,11L0525,9452660,Bulk Carrier,189.99,185,32.26,18,11.3,"33,036","19,270","57,075",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9452660
QING HUA SHAN,16D0106,9741528,Bulk Carrier,199.9,194.5,32.26,18.5,11.3,"36,388","21,647","63,800",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9741528
SHANDONG PEACE,20T0232,9911252,Bulk Carrier,300,295.15,50,25.2,16.1,"109,391","68,688","207,995",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9911252
KUAI BANG HAI 16,11W0604,9331749,Bulk Carrier,190,183.25,32.26,17.5,11.1,"32,578","18,070","53,414",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9331749
LONG QUAN,12G0181,9532654,Bulk Carrier,235,228,38,20.7,12.5,"52,709","29,704","93,755",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9532654
ZHE HAI 360,10A0050,9560962,Bulk Carrier,178,170.8,27.6,13.9,9.6,"19,958","11,456","33,100",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9560962
MOUNT ALBERTA,20R1058,9860960,Bulk Carrier,299.95,294.39,50,24.9,16.1,"107,720","67,658","209,191",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9860960
HENG XING DA,01F1045,9218296,Bulk Carrier,225,216,32.26,19.2,13.85,"38,367","24,622","73,326",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9218296
MA LIAN HAI,14P0106,9620566,Bulk Carrier,254,249.8,43,20.8,12.2,"64,654","37,347","115,297",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9620566
BEI LUN HAI SHI,01P1030,9207766,Bulk Carrier,225,216,32.26,19.3,14.03,"40,072","25,920","75,971",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9207766
ORE GUANGZHOU,18F0118,9807700,Ore Carrier,361.9,355,65,30.4,23,"203,953","66,838","399,095",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9807700
JIN NING 17,99M4025,9189108,Bulk Carrier,224.95,216,32.24,19.1,12.2,"38,564","24,532","72,892",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9189108
SHENG HENG HAI,13K0005,9505493,Bulk Carrier,189.99,185,32.26,18,11.3,"32,976","19,142","56,649",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9505493
LIN HAI 2,12R6584,9643477,Bulk Carrier,158.9,149.6,24.6,14,9.7,"15,486","7,695","22,630",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9643477
XIN CHANG HAI,17C0133,9738143,Bulk Carrier,292,286.5,45,24.8,16.5,"94,035","60,907","178,361",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9738143
NEW EXPLORER,14D0096,9481489,Bulk Carrier,229,222,32.26,20.25,14.58,"43,441","27,694","79,448",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9481489
SANDERA,10A0441,9560326,Bulk Carrier,144.65,136,21,11,8,"9,553","5,568","14,687",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9560326
COSCO TAIHANGSHAN,10N0177,9418327,Bulk/Timber Carrier,177.5,168,28.2,14.2,9.5,"19,993","11,046","31,847",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9418327
ZHONG XIN YUAN YANG,10M0567,9457842,Bulk Carrier,229.2,222,38,20.7,12.5,"51,255","31,192","93,237",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9457842
YUE DIAN 55,10T0159,9475569,Bulk Carrier,189.99,185,32.26,18,11.3,"32,884","19,156","57,037",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9475569
ZHONG CHANG YU SHENG,12J0482,9591234,Bulk Carrier,189.96,185.12,32.26,18.1,11.2,"33,456","19,337","56,874",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9591234
WAN TONG 18,12T0238,9665944,Bulk Carrier,134.2,126,18.6,10.1,7.4,"7,481","3,789","10,700",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9665944
AN DING HAI,17L0095,9751303,Bulk Carrier,179.95,177,32,15,9.5,"25,622","13,063","38,801",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9751303
ZHONG YU 1,12Q0028,9643752,Bulk Carrier,70.2,64.98,13,8.2,5.8,"2,231","1,233","3,157",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9643752
