NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
JIN CHENG XIN 99,09M0309,9574626,"Bulk Carrier, Double Side Skin",119.95,112.8,16.8,8.2,6.27,"5,286","3,006","7,010",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9574626
JIA CHENG SHAN,04J3018,9292383,Bulk Carrier,199.99,192,32.26,18,12.5,"33,511","18,766","57,187",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9292383
ZHE HAI 511,13S0058,9670092,Bulk Carrier,189.99,185,32.26,16,10.5,"30,136","16,296","48,573",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9670092
JIN HAI HUI,17L0049,9710763,Bulk Carrier,249.99,245,43,21,13.99,"63,967","31,118","104,799",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9710763
GREAT WEALTH,11P0206,9595709,Bulk Carrier,225,217,32.26,19.6,12.2,"40,913","25,963","75,570",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9595709
XIN WU ZHOU 1,01R1032,9183221,Bulk Carrier,225,216,32.26,19.25,13.93,"40,115","25,125","75,668",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9183221
SHENG CHENG HAI,13M0007,9505481,Bulk Carrier,189.99,185,32.26,18,11.3,"32,976","19,142","56,633",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9505481
SHANDONG DE TAI,18S0612,9872121,Bulk Carrier,292,286.4,45,24.9,16.1,"94,674","58,907","180,702",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9872121
PEDHOULAS ROSE,17Q0697,9738038,Bulk Carrier,229,225.32,32.26,20,12.2,"44,127","27,581","82,068",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9738038
HUA SHENG 15,03W3048,9254537,Bulk Carrier,224.95,217,32.2,19.15,12.4,"39,691","25,277","75,318",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9254537
