NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
GUO HAI LIAN 98,11N0251,9617284,Bulk Carrier,189.99,185,32.26,18,11.3,"32,964","19,142","56,793",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9617284
HEILAN AROMA,11A0124,9587972,Bulk Carrier,189.99,185,32.26,18,11.3,"32,953","19,142","56,878",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9587972
JIA XI,09Q0312,9465796,Bulk Carrier,225,217,32.26,19.6,12.5,"40,170","25,603","75,151",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9465796
SEACON 9,12B0360,9440394,Bulk Carrier,225,217,32.26,19.6,12.2,"42,263","25,537","74,844",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9440394
PACIFIC CONSTANT,16B0081,9712888,Bulk Carrier,199.9,197,32.24,18.6,11.3,"34,590","20,201","61,450",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9712888
XI LONG 18,13X0431,9511260,"Bulk Carrier, Double Side Skin",228.98,221.95,32.25,20.25,14.62,"43,717","26,510","79,300",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9511260
HUAYANG SPIRIT,13S0150,9591507,Bulk Carrier,224.9,217,32.25,19.7,12.2,"41,830","26,327","75,784",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9591507
MARIGO P,16J0180,9689706,Bulk Carrier,292,283.5,45,24.8,16.5,"94,009","59,324","179,218",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9689706
PRIMA ANDALAN I,09G0465,9465784,Bulk Carrier,225,217,32.26,19.6,12.5,"40,170","25,603","75,162",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9465784
GREAT SONG,11L0042,9452476,Bulk Carrier,295,285,46,24.8,16.5,"94,710","59,527","180,388",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9452476
CSSC YUAN JING,18Y0986,9830056,Bulk Carrier,229,224.79,32.26,20.05,12.2,"44,153","27,609","81,618",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9830056
PHILADELPHIA,12J0045,9588495,Bulk Carrier,299.92,294,50,24.9,16.1,"106,847","68,557","206,040",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9588495
ZHE HAI 519,13V0199,9706322,Bulk Carrier,189.99,185,32.26,16,10.5,"30,171","17,091","50,220",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9706322
BBG NOVA,16P0024,9705342,Bulk Carrier,199.9,194.5,32.26,18.5,11.3,"36,421","21,308","63,314",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9705342
