NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
XIN FU HAI,16J0134,9738129,Bulk Carrier,292,286.5,45,24.8,16.5,"94,035","60,907","178,332",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9738129
AN YANG 2,10L0336,9563421,Bulk Carrier,189.99,185,32.26,18,11.3,"33,044","19,231","56,705",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9563421
YONG XING 56,08K0141,9493494,Bulk Carrier,179.9,171.5,28.4,14.1,10,"20,712","11,478","33,160",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9493494
PEONY LAUT,04X1030,9286853,Bulk Carrier,224.94,217,32.26,19.5,14.14,"39,871","25,754","76,302",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9286853
SHEN HUA 808,14N0174,9662954,Bulk Carrier,224.95,217,32.26,19.6,12.2,"40,943","25,978","75,411",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9662954
BAO XING LING,14E0120,9604249,Bulk Carrier,189.9,183,32.26,15.7,10.3,"28,714","16,079","49,204",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9604249
MARIA D,16G0178,9689689,Bulk Carrier,292,283.5,45,24.8,16.5,"94,009","59,324","179,232",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9689689
LIANG DA,15E0148,9772814,"Bulk Carrier, Double Side Skin",134.2,126,18.6,10.1,7.4,"7,449","3,776","10,880",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9772814
SEA GUARDIAN,07E0223,9427902,Bulk Carrier,189.99,185,32.26,18,11.3,"32,957","19,231","56,930",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9427902
YU TONG,21R0028,9941403,Bulk Carrier,229.9,226.4,36,20.15,11.5,"49,541","27,065","85,120",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9941403
YUE DIAN 51,10H0011,9475521,Bulk Carrier,189.99,185,32.26,18,11.3,"32,911","19,156","57,020",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9475521
VOY TRUST,12K0023,9535010,Bulk Carrier,229.2,222,38,20.7,12.5,"51,130","31,267","93,077",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9535010
FU CHENG,10V0092,9576325,"Bulk Carrier, Double Side Skin",96,89.8,16,7.7,5.95,"3,435","1,704","5,230",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9576325
ZE LONG,11N0067,9467093,Bulk Carrier,189.99,183.8,32.26,18,12.89,"33,147","19,624","57,014",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9467093
FLAG TRIAS,07S0304,9374155,Bulk Carrier,234.88,226,38,20,12.82,"50,933","30,116","93,492",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9374155
MANDARIN SINGAPORE,11B0355,9569968,Bulk Carrier,189.99,185,32.26,18,11.3,"32,987","19,223","56,724",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9569968
GUANG HUA,13T0128,9659696,Bulk Carrier,295,285,46,24.8,16.5,"94,710","59,527","180,000",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9659696
ZHONG YI 6,02V3019,9240809,Bulk Carrier,189.9,182,32.26,17.1,10.75,"29,369","17,392","52,466",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9240809
JIN RUI 82,12S0605,9619749,Bulk Carrier,179.9,171.5,28.4,15,10,"22,402","12,019","35,169",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9619749
TIAN YI 18,98F2335,9164639,Bulk Carrier,225,216,32.26,19.2,13.87,"38,489","24,721","73,056",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9164639
GUO YUAN 12,11L0203,9579250,Bulk Carrier,224.9,217,32.25,19.7,12.2,"41,830","26,327","75,946",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9579250
