NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
RUI NING 20,13W0177,9595682,Bulk Carrier,225,217,32.26,19.6,12.2,"40,913","25,963","75,564",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9595682
HAI BAO,10K0197,9582374,"Bulk Carrier, Double Side Skin",179.88,172,28.8,14.6,10.27,"22,456","11,772","35,043",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9582374
ORE ZHANJIANG,15M0224,9807750,Ore Carrier,361.9,355,65,30.4,23,"203,951","67,522","399,277",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9807750
GRUAUD LAROSE,11W0535,9500807,Bulk Carrier,189.99,185,32.26,18,11.3,"33,042","19,132","56,729",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9500807
PRIMA SENTOSA,10K0588,9506708,Bulk Carrier,189.99,185.64,32.26,18,11.3,"33,044","19,231","57,000",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9506708
PALAIS,14C0026,9646649,Bulk Carrier,224.9,217,32.25,19.7,12.2,"41,605","26,095","75,434",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9646649
AGHIA SOFIA,12N0302,9522673,Bulk Carrier,292,282,45,24.8,16.5,"91,374","58,745","176,292",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9522673
ZHE WU 188,14N0105,9669720,Bulk Carrier,189.99,185,32.26,15.5,10.5,"29,236","15,731","47,083",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9669720
XIN HAI TONG 10,15J0083,9741580,Bulk Carrier,190,187,32.26,16.5,10.5,"30,488","15,080","48,924",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9741580
ZHONG CHANG 258,11E0243,9610482,Bulk Carrier,189.99,185,32.26,18,11.3,"32,888","19,142","57,122",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9610482
VILLARS,11C0632,9618812,Bulk Carrier,292.05,279.35,45,24.75,18.22,"93,597","59,320","179,905",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9618812
JIU FENG LING,11Y0215,9505443,Bulk Carrier,177.5,168,28.2,14.2,9.5,"19,995","11,046","32,034",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9505443
SHI DAI 2,07M0184,9352951,Bulk Carrier,225,217,32.26,19.6,12.2,"40,892","25,841","76,510",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9352951
HEBEI KING,10M0153,9420605,Bulk Carrier,295,285,46,24.8,16.5,"94,921","60,617","182,199",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9420605
MARITEC,09J0007,9473391,Bulk Carrier,179.9,171.5,28.4,14.1,10,"20,763","11,627","33,345",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9473391
GUO YUAN 8,11K0156,9579236,Bulk Carrier,224.9,217,32.25,19.7,12.2,"41,830","26,327","75,971",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9579236
PLANA,19B0533,9835769,Bulk Carrier,190,186.61,31.84,16,9.76,"29,076","14,402","45,502",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9835769
PEACE ARK,10B0189,9574406,Bulk Carrier,229.2,222,38,20.7,12.5,"51,158","31,267","93,249",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9574406
BOSPORUS,16H0179,9689691,Bulk Carrier,292,283.5,45,24.8,16.5,"94,009","59,324","179,190",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9689691
