NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
ASL SHANGHAI,38293A,9133422,General cargo ship,169.82,162.94,27.49,13.8,9.3,18202,9246,21980,https://www.vesselfinder.com/vessels/details/9133422
ARKLOW ACE,32055U,9851957,General cargo ship,120.45,116.89,14.99,9.7,7.19,5078,2704,8543,https://www.vesselfinder.com/vessels/details/9851957
BALAT,28608X,9383730,HPUW,132.6,122.1,18.6,9.5,7.32,7008,4161,10975,https://www.vesselfinder.com/vessels/details/9383730
MARTINA,24660G,9594286,General cargo ship,109.95,105.9,17.4,11.4,7,6190,2619,8690,https://www.vesselfinder.com/vessels/details/9594286
YILMAZ DENIZ,04372E,9318278,General cargo ship,80.8,74.5,12.5,5.71,1097,2032,1195,3346,https://www.vesselfinder.com/vessels/details/9318278
WATERWAY,39M456,9143594,Cargo ship,81.4,77.6,9.46,4.65,3.15,1143,436,1454,https://www.vesselfinder.com/vessels/details/9143594
NOORDDIJK,15541U,9591820,PCEV,122.2,116,19.8,10.7,7.2,7580,3050,9000,https://www.vesselfinder.com/vessels/details/9591820
UAL LOBITO,06643X,9265653,PBJZ,89.98,84.99,15.2,6.9,5.31,3153,1789,4354,https://www.vesselfinder.com/vessels/details/9265653
MADICKEN,15054Q,9195755,General cargo ship,88.78,84.99,12.5,7,5.42,2545,1460,3785,https://www.vesselfinder.com/vessels/details/9195755
ELENORA,03108F,9184421,CQWD,85.66,82.38,13.02,7.3,5.71,2469,1272,4023,https://www.vesselfinder.com/vessels/details/9184421
MARIETJE NORA,13495V,9481609,General cargo ship,136.1,130.25,15.2,6.88,2637,5904,2863,9068,https://www.vesselfinder.com/vessels/details/9481609
EEMS COBALT,38F944,9013062,PIFO,82,77.86,12.5,4.9,3.9,1666,861,2270,https://www.vesselfinder.com/vessels/details/9013062
CELINE,28165R,9508653,General cargo ship,89.95,84.95,15.4,7.6,5.8,3556,1535,5463,https://www.vesselfinder.com/vessels/details/9508653
BLUE IVY,01915J,9245263,General cargo ship,138.86,123.84,15.87,10.84,7.7,6823,3892,10890,https://www.vesselfinder.com/vessels/details/9245263
HUNTEBORG,07053T,9328704,General cargo ship,113.76,107.63,14.4,8.1,6.01,4206,2282,6053,https://www.vesselfinder.com/vessels/details/9328704
MAGPIE S,39343R,9188922,General cargo ship,126.08,115.39,20,10.4,8.4,7617,3520,10335,https://www.vesselfinder.com/vessels/details/9188922
JOHANNES,30882U,9815343,General cargo ship,89.9,84.99,14.8,8.45,6.65,3415,1768,4938,https://www.vesselfinder.com/vessels/details/9815343
DIEZEBORG,01359E,9225586,PBBA,133.41,127.34,15.85,9.8,7.09,6219,3331,8819,https://www.vesselfinder.com/vessels/details/9225586
JEKERBORG,00933R,9201944,PEDN,88.95,84.95,12.4,5.65,4.35,2056,1168,2800,https://www.vesselfinder.com/vessels/details/9201944
ARKLOW FOREST,15499Y,9527685,General cargo ship,89.95,84.98,14.4,7.35,6.27,2998,1673,4972,https://www.vesselfinder.com/vessels/details/9527685
RAZAN-1,24839B,9717802,Deck ship,60.3,14,3.65,2.7,971,969,278,64,https://www.vesselfinder.com/vessels/details/9717802
ONEGO ROTTERDAM,31312M,9631345,General cargo ship,112.29,15.9,8.8,7.21,1310,5751,8096,118.14,https://www.vesselfinder.com/vessels/details/9631345
BIOSTAR,01843F,9226176,LDBB,69.6,66.32,11.3,5.4,4.28,1461,676,2440,https://www.vesselfinder.com/vessels/details/9226176
AL LUQTA,38711E,9294953,General cargo ship,139.33,18.25,10.3,7.36,2667,7769,10584,145.63,https://www.vesselfinder.com/vessels/details/9294953
ARKLOW BRAVE,20404F,9638800,General cargo ship,119.49,116.89,14.99,7.19,2524,5065,2655,8661,https://www.vesselfinder.com/vessels/details/9638800
ARKLOW RAVEN,07982D,9344538,General cargo ship,89.99,84.99,14,7.15,6.1,2999,1639,4960,https://www.vesselfinder.com/vessels/details/9344538
ROERBORG,16308D,9592599,Cargo / Container ship,169.75,166.09,20.4,9.72,4056,14224,6856,23260,https://www.vesselfinder.com/vessels/details/9592599
STAR HANSA,29204V,9103128,General cargo ship,198,187,31,15.6,12.32,32749,13647,46428,https://www.vesselfinder.com/vessels/details/9103128
FRAMFJORD,07489S,9340738,Cargo ship,67.1,62.7,12.6,6.1,5.3,1695,691,2299,https://www.vesselfinder.com/vessels/details/9340738
MEDKON IZMIR,39D494,9103374,Container ship,100.8,94.3,20.2,11,7.32,6285,3108,8500,https://www.vesselfinder.com/vessels/details/9103374
DON CEFERINO ALFREDO,40284P,9427093,General cargo ship,115.47,111.67,16.5,7.95,5.7,5261,2382,6159,https://www.vesselfinder.com/vessels/details/9427093
FJORD PEARL,20942Q,9460796,General cargo ship,188.5,184,32.26,17.18,12.14,29847,15882,51703,https://www.vesselfinder.com/vessels/details/9460796
MSC GRACE F,12456R,8918057,Container ship,154.9,146.85,23.05,13.4,9.92,13258,6705,24330,https://www.vesselfinder.com/vessels/details/8918057
ELBEBORG,17407X,9568249,Cargo / Container ship,144.56,138.16,15.87,11.15,8,7680,3846,12004,https://www.vesselfinder.com/vessels/details/9568249
EASTERN SAPPHIRE,21935U,9548665,General cargo ship,104.2,97.59,17.2,8.5,6.6,4425,2526,6647,https://www.vesselfinder.com/vessels/details/9548665
SIDER TAYRONA,16326X,9728849,General cargo ship,138.9,130,21,8.6,2815,9989,5012,12700,https://www.vesselfinder.com/vessels/details/9728849
LADY MERAL,43902W,9311311,General cargo ship,171.59,164.33,27,14.8,10.53,19883,10740,32131,https://www.vesselfinder.com/vessels/details/9311311
SEA RISS,38S656,9030216,PHQV,79.66,74.95,11,5.2,4.16,1595,907,2200,https://www.vesselfinder.com/vessels/details/9030216
CORA JO,26756K,9268875,PDVM,89.97,13.35,7.4,5.8,3070,3995,6051,111.4,https://www.vesselfinder.com/vessels/details/9268875
LENNEBORG,33868Q,9421075,PCGV,108.17,103.9,18.21,9,7.01,5598,2883,8112,https://www.vesselfinder.com/vessels/details/9421075
POTTERSGRACHT,39565H,9424560,PDVT,168.6,155.79,25.2,13.85,9.5,17634,6617,19349,https://www.vesselfinder.com/vessels/details/9424560
SAADET,42198U,9522063,General cargo ship,140.3,131,20,10.5,7.6,7988,4126,11500,https://www.vesselfinder.com/vessels/details/9522063
KAI HONG,20192A,9648702,General cargo ship,119.95,113.6,17.6,8.4,6.5,5357,2983,7800,https://www.vesselfinder.com/vessels/details/9648702
