NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
LIU LIN WAN,04J2006,9283253,"Oil Tanker, Double Hull",244.6,233,42,22.2,15.45,"61,713","32,458","109,181",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9283253
ANSHING,07P0048,9439979,"Oil Tanker, Double Hull",64.9,61.5,16,6.5,5.1,"1,837",806,"3,040",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9439979
DELTA MARINER,13B0434,9579573,"Oil Tanker, Double Hull",274,264,48,23.7,16,"84,394","49,804","157,638",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9579573
IVI,14B0048,9705823,"Oil Tanker, Double Hull",80,75,13.4,6.2,4.3,"1,871",589,"2,063",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9705823
EASTERN PEARL,06B0169,9285859,"Oil Tanker, Double Hull",249.87,239,43.8,21.3,13.6,"62,806","34,551","115,341",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9285859
ZI LUO LAN,07V0169,9426178,Chemical/Oil Tanker,93.8,89,15,6.7,5.4,"2,442","1,143","3,866",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9426178
QING SHUN,07F0155,9482005,Liquefied Gas Carrier,99,92,16.4,7.2,4.4,"3,790","1,137","2,735",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9482005
WEN ZHU,07P0117,9342059,Chemical/Oil Tanker,95.68,90,15,6.9,5.4,"2,635","1,105","3,800",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9342059
DING HENG 28,10E0100,9571210,"Chemical/Oil Tanker, Double Hull",149.79,139.8,24,12.6,9.35,"12,320","6,056","19,098",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9571210
NAN LIAN 006,10X0071,9582063,"Chemical/Oil Tanker, Double Hull",132,124,19.8,10,7.6,"7,041","3,418","11,094",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9582063
DELTA MARIA,15L0430,9700691,"Oil Tanker, Double Hull",274.22,264,48,23.1,16,"81,594","52,260","157,031",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9700691
LNG DUBHE,17S6058,9834296,LNG Carrier,295,288.58,45,26.25,11.5,"114,790","37,327","91,588",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9834296
YONG SHENG GUO JI,10Q0179,9582594,"Chemical/Oil Tanker, Double Hull",145.5,136.2,23,12.5,8.8,"11,326","5,191","16,908",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9582594
SIDRA MESSAIED,08N0052,9462990,"Asphalt Carrier(Integral Tank,Maximum Cargo Temperature≤180℃)",101.9,96,16,8,5.93,"3,691","1,265","4,999",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9462990
TIAN E ZUO,12N0026,9538476,"Oil Tanker, Double Hull",228.6,220,32.26,21.2,12.5,"43,718","21,966","75,583",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9538476
SI CHOU ZHI LU,12Y0519,9562350,"Chemical/Oil Tanker, Double Hull",99.6,94,18,9.6,6,"5,064","1,686","6,295",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9562350
YIN GUI,08L0050,9484314,Chemical/Oil Tanker,134.85,126,22,10.6,7.5,"8,551","4,044","12,490",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9484314
LR2 OPHELIA,18G0004,9740471,"Oil Tanker, Double Hull",249.93,245,44,21.2,13.5,"63,076","33,801","99,990",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9740471
