NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
SC ETERNITY XLVII,97Y1036,9151448,LPG Carrier,99.92,93.58,17.5,7.9,5.65,"4,227","1,269","4,285",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9151448
SUCCESS VICTORY XXXIV,00R1027,9218090,Oil Tanker/Chemical Tanker,105,97,16.8,8.4,6.95,"3,866","2,064","6,569",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9218090
GOLDEN LOTUS,18R0151,9689031,Chemical/Oil Tanker,160.5,150.8,23,12.7,8.4,"13,222","5,720","19,950",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9689031
CESI TIANJIN,17D0157,9694749,LNG Carrier,289.98,277.97,45.6,26.49,11.7,"113,397","39,967","95,628",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9694749
GRAND 99,07U0030,9429871,"Oil Tanker, Double Hull",60.98,58,15,6,4.5,"1,532",631,"2,203",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9429871
DELTA ANGELICA,12G0503,9602629,"Oil Tanker, Double Hull",333.14,319,60,30.4,21,"161,296","110,773","319,911",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9602629
AB VICTORY,03P0074,9287871,"Oil Tanker, Double Hull/Asphalt Carrier(Integral Tank, Max. Cargo Temperature≤ 170°C)",105.5,98.5,16.8,8.2,6.48,"3,923","1,667","5,872",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9287871
NEW DRAGON,10X0232,9379715,"Oil Tanker, Double Hull",330,316,60,29.7,19.2,"156,726","98,937","296,370",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9379715
CHANG HANG FEI CUI,09Y0251,9563275,"Oil Tanker, Double Hull",184.95,176,32.2,19.2,11.4,"31,534","13,395","49,947",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9563275
LIAN AN HU,05D2006,9308974,"Oil Tanker, Double Hull",229,219,32.2,20.2,14.35,"40,996","22,187","71,962",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9308974
STRAITS HARMONY,14G0214,9647916,"Oil Tanker, Double Hull",69.5,64.9,14.3,7.2,5.5,"1,999",794,"2,960",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9647916
SHI XIN FENG,10C0466,9548158,"Oil Tanker, Double Hull",130.2,122.1,18.6,10.8,7.4,"7,267","3,441","11,135",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9548158
YOU SHEN 11,19W0575,9916367,"Chemical Tanker,Type3",97,92,15.8,7.8,5.8,"3,526","1,057","4,066",https://www.ccs.org.cn/ccswzen/internationalShipsList?columnid=201900002000000123&imono=9916367
