NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
STAR JAVA,29213F,9310513,Cargo / Container ship,187,31,19,12.02,3616,32679,44692,198,https://www.vesselfinder.com/vessels/details/9310513
MUZAFFER ANA,10682N,9554157,General cargo ship,147.66,139.64,17.68,105,8.1,8601,4572,12447,https://www.vesselfinder.com/vessels/details/9554157
WILSON LEITH,972U38,9150509,Cargo / Container ship,87.9,83.5,12.8,7.1,5.49,2446,1369,3680,https://www.vesselfinder.com/vessels/details/9150509
MOONLIGHT,18011E,9536301,General cargo ship,104.2,97.59,17.2,8.5,6.6,4425,2526,6648,https://www.vesselfinder.com/vessels/details/9536301
ZEUS,00597B,9199684,Cargo / Container ship,89.6,84.6,11.65,5.8,4.49,1846,1081,2500,https://www.vesselfinder.com/vessels/details/9199684
FLUVIUS PLYM,39A836,9163611,Cargo ship,89.99,84.99,12.5,6,4.7,2316,1295,3211,https://www.vesselfinder.com/vessels/details/9163611
EFFICIENCY OL,15619E,9491666,Bulk carrier,177.85,169.8,28.6,15,10.85,22852,12535,37000,https://www.vesselfinder.com/vessels/details/9491666
ALANIS,18807U,9468085,Multi-purpose cargo ship,138.04,130.71,21,11,8,9611,4260,12653,https://www.vesselfinder.com/vessels/details/9468085
KARL-JAKOB K.,15079S,9344409,General cargo ship,89.9,84.9,15.2,7.1,5.64,3057,1516,4264,https://www.vesselfinder.com/vessels/details/9344409
RAHMI YAGCI,13068G,9550852,General cargo ship,109.8,103.7,16,7.3,1363,4991,2445,7141,https://www.vesselfinder.com/vessels/details/9550852
DCS AQUARIUS,37792F,9872731,Deck ship,125.2,26,8,5.65,2366,10758,3227,131358,https://www.vesselfinder.com/vessels/details/9872731
QUEEN YAN,21941B,9620293,General cargo ship,112.21,103,19,11.5,7.6,6980,2928,8596,https://www.vesselfinder.com/vessels/details/9620293
EGBERT WAGENBORG,29600B,9802695,General cargo ship,149.95,146.9,15.9,12.2,8.6,8827,4475,14327,https://www.vesselfinder.com/vessels/details/9802695
REESTBORG,16306B,9592563,Cargo / Container ship,169.75,166.09,20.4,9.74,4056,14141,6853,23317,https://www.vesselfinder.com/vessels/details/9592563
STAR GRIP,29205W,8420787,General cargo ship,197.8,188.5,29.4,16.25,11.72,27192,12918,43712,https://www.vesselfinder.com/vessels/details/8420787
LOIREBORG,11052Q,9399404,General cargo ship,122.1,116.04,14.4,6.5,1613,4695,2558,7350,https://www.vesselfinder.com/vessels/details/9399404
AMADEUS SILVER,09425W,9374909,PBCM,87.5,84.3,11.3,4.15,1258,1767,927,2570,https://www.vesselfinder.com/vessels/details/9374909
TUNA,04787F,9306691,General cargo ship,84.99,13.35,7.5,5.85,1655,2810,1652,89,https://www.vesselfinder.com/vessels/details/9306691
UMS-ARCTURUS,22736Q,9164794,Multi-purpose cargo ship,159.9,149,23.1,13.8,9.72,14118,6124,20731,https://www.vesselfinder.com/vessels/details/9164794
KAMENARI,33281C,9400942,General cargo ship,168.5,28.4,14.25,14.95,4292,20236,32326,177.13,https://www.vesselfinder.com/vessels/details/9400942
ARKLOW VENUS,28805M,9772591,General cargo ship,86.93,84.98,15,7.17,6.35,2999,1731,5171,https://www.vesselfinder.com/vessels/details/9772591
PAULA C,08901C,9373553,General cargo ship,89.8,84.7,14.5,7.35,6.3,2990,1686,4993,https://www.vesselfinder.com/vessels/details/9373553
