NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
MARGARITAVILLE AT SEA PARADISE,33936P,8716502,Passenger ship,220.62,182,30.8,54.5,7.6,53015,26486,6724,https://www.vesselfinder.com/vessels/details/8716502
KATTEGAT,39N480,9112765,Passenger ferry,136.4,125.3,24,13.85,6,14379,4313,4418,https://www.vesselfinder.com/vessels/details/9112765
FORMENTERA DIRECT,983J32,8615332,EAHQ,49.45,43.6,14,7.81,2.46,1075,322,138,https://www.vesselfinder.com/vessels/details/8615332
PASSIO PER FORMENTERA,12223N,9465239,ECAC,95.8,17,11.5,4.3,1,6146,1843,101,https://www.vesselfinder.com/vessels/details/9465239
NORDLICHT II,38428W,9921661,High speed craft,46.8,44.8,11,4.4,1.6,827,267,65,https://www.vesselfinder.com/vessels/details/9921661
ISLAND AURORA,33427L,9831763,Roll on - Roll off ship,81.2,74,17,5.7,3.3,2277,683,334,https://www.vesselfinder.com/vessels/details/9831763
SÉBASTIEN VAUBAN,23307L,9696204,Passenger ship,60,12.96,3.3,1.7,1560,1024,238,60,https://www.vesselfinder.com/vessels/details/9696204
RÜM HART,35035J,9866990,Light ship,34.4,32.33,10.5,3,1.5,252,95,25,https://www.vesselfinder.com/vessels/details/9866990
LE BOUGAINVILLE,31624B,9814040,Passenger ship,131.46,118.4,18,18.2,4.7,9988,2996,1336,https://www.vesselfinder.com/vessels/details/9814040
ARTA,31360P,9817638,High speed craft,39,38.7,10,1.26,,390,138,39,https://www.vesselfinder.com/vessels/details/9817638
MIGUEL TORGA,03257S,9283368,Light ship - Fast passenger carrier,49.2,47,12,3.3,1.58,713,213,48,https://www.vesselfinder.com/vessels/details/9283368
FRENCH POLYNESIA MASTER,30379X,9810874,Passenger ship,44.98,38,10,4.21,2.4,498,165,87,https://www.vesselfinder.com/vessels/details/9810874
