NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
SINDO 31,06143E,8888173,Passenger ferry,32,26.9,6.4,2.38,1.46,174,68,74,https://www.vesselfinder.com/vessels/details/8888173
QUEEN STAR 3,23255E,9658410,High speed craft,28.86,6.8,2.67,1,1490,264,104,34.27,https://www.vesselfinder.com/vessels/details/9658410
DANIELLE CASANOVA,01173C,9230476,Ferry boat,175,158,30.4,9.4,6.7,41447,12434,3817,https://www.vesselfinder.com/vessels/details/9230476
ÆRØXPRESSEN,35007D,9861500,Passenger / Ro-ro cargo ship,49.9,46.79,12.5,3.5,2.2,600,180,100,https://www.vesselfinder.com/vessels/details/9861500
WORLD VOYAGER,36585T,9871529,Passenger ship,105.29,18,12.9,4,1975,9934,1103,119.88,https://www.vesselfinder.com/vessels/details/9871529
MSC LIRICA,02209D,9246102,Passenger ship,274.9,245.9,28.8,34.85,6.8,65591,41711,6563,https://www.vesselfinder.com/vessels/details/9246102
LE LAPEROUSE,31622Y,9814026,FLBD,131.46,118.4,18,18.2,4.7,9976,2992,1366,https://www.vesselfinder.com/vessels/details/9814026
SUPER FAST LEVANTE,00818R,9204362,EAXH,157.96,139.5,25.2,16.6,7.21,17373,5212,7200,https://www.vesselfinder.com/vessels/details/9204362
WAVEMASTER 7,06637R,9264257,High speed craft,37.5,31.6,7,2.5,2.26,253,84,400,https://www.vesselfinder.com/vessels/details/9264257
JORGE DE SENA,03540A,9283409,Light ship - Fast passenger carrier,49.2,47.12,11.99,3.28,1.55,713,213,48,https://www.vesselfinder.com/vessels/details/9283409
DIAGORAS,17265T,8916126,Passenger ship,141.54,130,23,7.5,5.7,15362,5898,3348,https://www.vesselfinder.com/vessels/details/8916126
MARY D PRINCESS,38J234,9010709,Passenger ship,30.08,23.62,6.34,2,1.3,121,49,26,https://www.vesselfinder.com/vessels/details/9010709
WORLD NAVIGATOR,36586U,9871531,Passenger ship,105.29,18,12.9,4,4750,9923,1123,119.88,https://www.vesselfinder.com/vessels/details/9871531
AERO 3 HIGHSPEED,40815R,9952804,High speed craft,36,34,9.7,3.4,1.1,323,100,24,https://www.vesselfinder.com/vessels/details/9952804
SINDO 6,38A088,8928466,Passenger ship,26.11,24.6,6.34,1.7,0.95,144,61,21,https://www.vesselfinder.com/vessels/details/8928466
ARETHUSA,14771H,9398022,Passenger ship,59.6,52.2,10.68,3,3,1206,374,289,https://www.vesselfinder.com/vessels/details/9398022
MONT ST. MICHEL,01800J,9238337,Car ferry,173.4,162.25,28.5,21.15,6.21,35891,14358,5579,https://www.vesselfinder.com/vessels/details/9238337
STAR PRIDE,15376Q,8707343,Passenger ship,159,139,19,6.6,5.4,12969,4155,1734,https://www.vesselfinder.com/vessels/details/8707343
SILJA EUROPA,38J418,8919805,ESUJ,201.78,171.6,32,14.7,6.8,59912,41248,4650,https://www.vesselfinder.com/vessels/details/8919805
KLARA,26597M,9781827,Passenger ship,63.23,41,10,5.35,4.05,497,171,139,https://www.vesselfinder.com/vessels/details/9781827
VICTORIA I,03836W,9281281,Passenger ferry,192.9,172.1,29,15.5,6.6,40975,24794,4930,https://www.vesselfinder.com/vessels/details/9281281
BREIZH NEVEZ I,27434W,9835252,Passenger / Ro-ro cargo ship,43.78,42.08,11.3,3.9,2.5,1104,331,156,https://www.vesselfinder.com/vessels/details/9835252
CORINTHIAN,27928J,8708672,Passenger ship,74.85,15.3,8.43,4,1556,4077,513,89.35,https://www.vesselfinder.com/vessels/details/8708672
OCEAN ATLANTIC,23406T,8325432,Passenger / Ro-ro cargo ship,139.55,125,21.4,12.6,5.8,12798,4424,2059,https://www.vesselfinder.com/vessels/details/8325432
MSC VIRTUOSA,31466E,9803625,Passenger ship,331.43,310.7,43,8.75,3313,181541,197037,19610,https://www.vesselfinder.com/vessels/details/9803625
OCEAN VOYAGER,07074R,9213129,Passenger ship,91.44,90.22,15.24,6.1,3.81,4954,1486,200,https://www.vesselfinder.com/vessels/details/9213129
SEACAT OASIS,37936M,9903114,Light ship - Fast passenger carrier,39,38.7,10,3.25,1700,393,137,39,https://www.vesselfinder.com/vessels/details/9903114
VOLCAN DE TABURIENTE,07508N,9348558,Roll on - Roll off ship,130.45,115.45,21.6,20,5.98,12895,3869,1894,https://www.vesselfinder.com/vessels/details/9348558
DIONE STAR,29802V,9017692,Special service,36.74,8.09,5.21,3.67,1220,261,57,43.62,https://www.vesselfinder.com/vessels/details/9017692
MSC PREZIOSA,19756B,9595321,Passenger ship,333.33,296,37.92,8.65,3464,139072,115732,11395,https://www.vesselfinder.com/vessels/details/9595321
HORIZON 9,26136L,9732113,High speed craft,38.5,35.5,8.7,3.5,1.4,428,138,45,https://www.vesselfinder.com/vessels/details/9732113
BLUE STAR PATMOS,17272B,9565041,Passenger ferry,145.9,135.5,23.2,13.89,5.7,18664,6176,2637,https://www.vesselfinder.com/vessels/details/9565041
L'ESTUAIRE,13374P,9475375,Passenger ferry,73.17,18.5,11,2.8,2568,3705,576,78,https://www.vesselfinder.com/vessels/details/9475375
DOURO CRUISER,11791T,9329344,Passenger ship,78.11,75.6,11.4,3.3,1.8,1587,584,126,https://www.vesselfinder.com/vessels/details/9329344
LE CHAMPLAIN,31623A,9814038,Passenger ship,131.46,118.4,18,18.2,4.7,9976,2992,1353,https://www.vesselfinder.com/vessels/details/9814038
AMHERST ISLANDER II,35186X,9873137,Passenger / Ro-ro cargo ship,69.3,62.55,19.8,4.2,2.9,1278,383,362,https://www.vesselfinder.com/vessels/details/9873137
