NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
BARFLEUR,38G600,9007130,FNIE,152.16,23.3,19.75,5.6,1,20133,5250,166.65,https://www.vesselfinder.com/vessels/details/9007130
LE SOLEAL,19318A,9641675,Passenger ship,142.1,126.2,18,20.4,4.9,10992,3440,1400,https://www.vesselfinder.com/vessels/details/9641675
KERKENNAH,01944Q,9028366,Passenger ferry,55.5,49.18,14,3.01,2.65,767,312,480,https://www.vesselfinder.com/vessels/details/9028366
BALTIC QUEEN,12334J,9443255,Car ferry,212.1,188.64,29,15.4,6.4,48915,30860,6287,https://www.vesselfinder.com/vessels/details/9443255
SANTOÑA,41063L,9886847,FMTV,214.5,202.5,27.8,30.2,6.6,41716,16990,7205,https://www.vesselfinder.com/vessels/details/9886847
ENG HUP MIRA,35755R,9874387,Light ship - Fast passenger carrier,32,31,7.4,3.21,1.2,258,90,33,https://www.vesselfinder.com/vessels/details/9874387
AREMITI 6,37775M,9847669,High speed craft,49.7,46.9,14.19,5.01,1.9,1284,398,82,https://www.vesselfinder.com/vessels/details/9847669
ARTEMIS,13206G,9398010,Passenger ship,59.6,52.2,10.68,4.5,4.5,1206,374,289,https://www.vesselfinder.com/vessels/details/9398010
KRIOLA,17559N,9594080,Light ship,45.85,45.4,12,4.6,1.7,753,408,92,https://www.vesselfinder.com/vessels/details/9594080
CALEDONIAN SKY,21507E,8802870,Passenger ship,90.6,80.15,15.3,5.85,4.25,4200,1263,695,https://www.vesselfinder.com/vessels/details/8802870
LILLEØRE,37099C,9895783,High speed craft,36.04,35.4,10,2.7,1.2,338,122,105,https://www.vesselfinder.com/vessels/details/9895783
GEMINI,16503Q,9000687,Passenger ship,163.81,139.83,22.5,7.2,5.4,19093,8468,1860,https://www.vesselfinder.com/vessels/details/9000687
VAEARA'I,36597G,9883900,FMQG,78,73.92,17,11.6,3.8,4242,1272,2406,https://www.vesselfinder.com/vessels/details/9883900
CIUDAD DE IBIZA,24161P,9263370,EAYW,160,160,23.2,15.5,6.2,16686,5006,7209,https://www.vesselfinder.com/vessels/details/9263370
ENG HUP RIVA,33000W,9855628,Light ship,24.05,22.99,6.1,2.5,1.1,130,52,21,https://www.vesselfinder.com/vessels/details/9855628
LA BELLE DES OCEANS,970J21,8800195,ONKI,102.96,92,15.4,6.2,4.43,5218,1565,938,https://www.vesselfinder.com/vessels/details/8800195
TANGER EXPRESS,39U624,9112777,Passenger ferry,125.3,24,13.85,6,2452,14379,4313,136.4,https://www.vesselfinder.com/vessels/details/9112777
QUEEN STAR 6,30178E,9797113,High speed craft,34.85,30.1,6.89,1.18,1.19,279,104,31,https://www.vesselfinder.com/vessels/details/9797113
MSC SINFONIA,01084F,9210153,Passenger ship,251.25,222.5,28.8,34.85,6.81,65542,41682,6949,https://www.vesselfinder.com/vessels/details/9210153
ARMORIQUE,09677V,9364980,Passenger ship,165,155,26.8,6.5,1611,29468,11605,4200,https://www.vesselfinder.com/vessels/details/9364980
L'AUSTRAL,14652D,9502518,Passenger ship,142.1,126.2,18,20.4,4.8,10944,3427,1400,https://www.vesselfinder.com/vessels/details/9502518
WAVEMASTER 6,06634N,9261126,High speed craft,37.5,31.6,7,2.5,2.26,253,84,400,https://www.vesselfinder.com/vessels/details/9261126
NATIONAL GEOGRAPHIC QUEST,34547D,9798985,Passenger ship,70.71,13.41,2.9,2.9,1,825,511,72.69,https://www.vesselfinder.com/vessels/details/9798985
SEA EAGLE,18277T,9605932,Light ship - Fast passenger carrier,25.38,7.1,4.6,2,1117,196,74,28,https://www.vesselfinder.com/vessels/details/9605932
CLIO,00316V,9159830,Passenger ship,99.6,85.94,13.9,4.3,3.22,3504,1051,417,https://www.vesselfinder.com/vessels/details/9159830
OTAVA,24703D,9707091,OJQL,33.3,9,6.1,2.7,358,342,103,34.9,https://www.vesselfinder.com/vessels/details/9707091
LANGKAWI FERRY 2,39A031,9072367,Light ship,26.19,9.6,2.58,1.08,1374,222,67,30.7,https://www.vesselfinder.com/vessels/details/9072367
NORDERAUE,31288L,9796121,Passenger / Ro-ro cargo ship,72,15.8,11.85,1.9,1256,3318,520,75.88,https://www.vesselfinder.com/vessels/details/9796121
SCENIC ECLIPSE,30111G,9797371,Passenger ship,168,147.3,21.5,13.8,5.6,17545,5263,1550,https://www.vesselfinder.com/vessels/details/9797371
OCEAN EXPLORER,36648M,9883194,Passenger ship,104.4,99.8,18.4,7.25,5.3,8228,2533,1622,https://www.vesselfinder.com/vessels/details/9883194
MSC WORLD EUROPA,32764Q,9837420,Passenger ship,317.94,47,64.52,9.15,3414,215863,18419,333.3,https://www.vesselfinder.com/vessels/details/9837420
SINDO 12,06390X,9140839,Passenger ferry,32,26.9,6.4,2.38,1.46,174,68,74,https://www.vesselfinder.com/vessels/details/9140839
ARGYLL FLYER,01895M,9231016,Light ship - Fast passenger carrier,26.72,7,2.7,1.25,1481,172,72,30,https://www.vesselfinder.com/vessels/details/9231016
MEGASTAR,28637E,9773064,Passenger / Ro-ro cargo ship,212,192.6,30.6,7.1,1312,49134,15621,6080,https://www.vesselfinder.com/vessels/details/9773064
AERO 2 HIGHSPEED,40814Q,9952799,High speed craft,36,34,9.7,3.4,1.1,323,100,24,https://www.vesselfinder.com/vessels/details/9952799
BRETAGNE,37G818,8707329,Passenger ferry,151.2,132.8,26,8.5,6.2,24534,13242,10597,https://www.vesselfinder.com/vessels/details/8707329
SINDO 7,38R586,9042166,Passenger ferry,30,24.6,6.4,1.7,0.97,121,55,23,https://www.vesselfinder.com/vessels/details/9042166
SINDO 10,06140B,8879330,Light ship,32,29,6.4,3.15,1.3,177,69,74,https://www.vesselfinder.com/vessels/details/8879330
