NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
MARS,00101M,9162514,Chemical tanker,183,173.9,32.2,18,12.14,28322,12343,45941,https://www.vesselfinder.com/vessels/details/9162514
BOMAR JUPITER,31028D,9438169,Oil tanker / Chemical tanker,128.8,120.4,20.4,11.5,8.9,8530,4117,13121,https://www.vesselfinder.com/vessels/details/9438169
DANCING BRAVE,34367H,9798179,Liquefied gas carrier,159.99,152.81,24.8,16.7,9.4,17232,5170,16600,https://www.vesselfinder.com/vessels/details/9798179
PRESTIGE PIONEER,00661V,9211664,Oil tanker / Chemical tanker,114,106,16.9,8.4,6.79,4357,2063,6712,https://www.vesselfinder.com/vessels/details/9211664
CLEAN PLANET,21730W,9637507,Liquefied gas carrier,289,275,45.6,26,12.5,105943,33763,89848,https://www.vesselfinder.com/vessels/details/9637507
ZONDA,32956Y,9285732,Oil tanker / Chemical tanker,183.2,174.03,32.2,18.8,12.2,29335,11917,46803,https://www.vesselfinder.com/vessels/details/9285732
ATLANTIC ASPHALT,29924D,9798428,Asphalt carrier,160,155,23.5,13.2,8.5,14485,4345,17763,https://www.vesselfinder.com/vessels/details/9798428
LADY VALENCIA,06428P,9161077,Liquefied gas carrier,99,92.07,16.2,7.5,5.49,3603,1081,3942,https://www.vesselfinder.com/vessels/details/9161077
FURUHOLMEN,12439X,9553397,Oil tanker / Chemical tanker,144.22,134,23,12.4,8.91,11908,5180,17091,https://www.vesselfinder.com/vessels/details/9553397
NGOL ZAIRE,07743T,9327152,Oil tanker,99.48,94.72,15.6,5.02,928,3006,1482,4800,https://www.vesselfinder.com/vessels/details/9327152
PLOUTOS,07429C,9327023,Oil tanker,228.6,217,32.26,20.8,14.3,42048,22309,73711,https://www.vesselfinder.com/vessels/details/9327023
CONDOR TRADER,27382Q,9742077,Oil tanker / Chemical tanker,149.9,143,24.6,13.2,10.15,13061,6514,22423,https://www.vesselfinder.com/vessels/details/9742077
YOU SHEN 10,26764T,9425057,Oil tanker / Chemical tanker,108,18.6,10,7.8,1213,6111,2730,9016,https://www.vesselfinder.com/vessels/details/9425057
GAZ NEMESIS,06362S,9129392,Liquefied gas carrier,97.48,90.48,15.3,8.6,6.97,4054,1216,4966,https://www.vesselfinder.com/vessels/details/9129392
MIA DESGAGNES,28501G,9772278,CFAU,135,132.6,23.5,7.9,3411,12061,4332,14986,https://www.vesselfinder.com/vessels/details/9772278
CASTILLO DE ARTEAGA,34147T,9871012,Oil tanker / Chemical tanker,176.9,173.4,29.4,16.2,11.3,23420,10985,37430,https://www.vesselfinder.com/vessels/details/9871012
LT BERYL,30869F,9824875,Oil tanker / Asphalt carrier,99.9,93.9,16.4,8.5,5.6,4175,1252,4434,https://www.vesselfinder.com/vessels/details/9824875
ASP SUNRISE,43341M,9713014,Chemical tanker,121.52,115.32,20.6,11.3,8854,7247,3804,13008,https://www.vesselfinder.com/vessels/details/9713014
SERI AMANAH,04497Q,9293844,Liquefied gas carrier,283.07,266.06,43.4,26,12.43,95729,28718,83400,https://www.vesselfinder.com/vessels/details/9293844
BASHUNDHARA OIL & GAS - 2,32983D,9871816,Bashundhara Oil & Gas Company Ltd,85,81,19,6.3,4.5,2120,1231,4200,https://www.vesselfinder.com/vessels/details/9871816
ST GEORGE,22430H,9412775,Oil tanker / Chemical tanker,174,32.2,19.1,13,6113,30075,50651,183,https://www.vesselfinder.com/vessels/details/9412775
CORDELIA W,13304N,9554901,Oil tanker,99.9,95.55,18,7,3012,5153,2054,7000,https://www.vesselfinder.com/vessels/details/9554901
VERGIOS,991K61,9187435,Oil tanker,246.8,235,42,21.3,14.78,57925,31693,107181,https://www.vesselfinder.com/vessels/details/9187435
GOOD NEWS,08474N,9230907,Oil tanker,332.99,319,60,30.4,22.52,161135,110520,319430,https://www.vesselfinder.com/vessels/details/9230907
STELLA POLARIS,00535J,9187057,Oil tanker / Chemical tanker,116.89,111,17,10.5,7.5,5396,1668,8297,https://www.vesselfinder.com/vessels/details/9187057
EFE,11604Q,9558763,Oil tanker / Chemical tanker,123.5,115.96,17.2,7.03,1952,5590,2441,7623,https://www.vesselfinder.com/vessels/details/9558763
SANTA MARIA,23655P,9656450,Oil tanker,88.8,81.8,13.66,6.9,5.4,2405,1026,3570,https://www.vesselfinder.com/vessels/details/9656450
THE CHIEF,21521U,9492361,Oil tanker / Asphalt carrier / Chemical tanker,133.26,128.2,23,12.4,8.6,10866,3612,14912,https://www.vesselfinder.com/vessels/details/9492361
SUN LORD,19355Q,9592393,Oil tanker / Chemical tanker,90.91,85,14.6,6.5,5.45,2389,896,3504,https://www.vesselfinder.com/vessels/details/9592393
MAESTRO,38131Y,9908554,Oil tanker,114.99,108.5,19,10,7.5,6113,2527,8661,https://www.vesselfinder.com/vessels/details/9908554
GULF SUNRISE,29301B,9788887,Oil tanker,336,330,60,29.5,21.6,157302,101229,301528,https://www.vesselfinder.com/vessels/details/9788887
ANUKET CORAL,11805J,9395874,Oil tanker / Chemical tanker,101.39,94.38,19.05,10.5,7,5581,2031,7267,https://www.vesselfinder.com/vessels/details/9395874
CHANG AN 1,18118V,9520027,Oil tanker / Chemical tanker,134.2,126,20,10.2,7.6,7384,3623,11145,https://www.vesselfinder.com/vessels/details/9520027
RYDAL,30220A,9893383,Liquefied gas carrier,119.95,113.15,18.6,10.1,8.2,7273,2439,9120,https://www.vesselfinder.com/vessels/details/9893383
POLARIS,24267E,9682459,Oil tanker / Chemical tanker,183,175.27,32.2,19.1,13.3,29531,13451,49126,https://www.vesselfinder.com/vessels/details/9682459
TONG YUN,17299F,9566356,Oil tanker,182,174,32.2,17.3,11,28410,9810,40000,https://www.vesselfinder.com/vessels/details/9566356
PAROS,39742A,9296195,Oil tanker,235,42,21.3,14.8,6535,58118,107197,246.8,https://www.vesselfinder.com/vessels/details/9296195
ORFEAS,09629T,9358917,Oil tanker,228.6,221.67,32.26,21.45,14.3,42048,22309,73730,https://www.vesselfinder.com/vessels/details/9358917
KIMTEK 1,09935B,9450210,Oil tanker,90.6,84.44,17.5,9,7,3924,1808,6200,https://www.vesselfinder.com/vessels/details/9450210
CARIBBEAN GLORY,29300A,9788875,Oil tanker,336,330,60,29.5,21.6,157379,101229,301528,https://www.vesselfinder.com/vessels/details/9788875
OCEAN PRIDE 1,31313N,9205873,Oil tanker,240.99,232,42,21.2,14.92,56693,32158,105715,https://www.vesselfinder.com/vessels/details/9205873
AETHALIA,09110E,9373230,ICGF,149.95,143.6,23,13.05,9.2,13472,6361,19650,https://www.vesselfinder.com/vessels/details/9373230
WISBY WAVE,12080H,9398486,Oil tanker / Chemical tanker,116.35,110.9,15,6.75,2559,4283,2150,7517,https://www.vesselfinder.com/vessels/details/9398486
MARINE UNIQUE,32227G,9817664,Oil tanker,53.8,50.8,12,4.9,3.5,879,305,1123,https://www.vesselfinder.com/vessels/details/9817664
OLJAREN,01734M,9236315,SKUP,56,53.2,9.6,4.5,3.87,620,265,1052,https://www.vesselfinder.com/vessels/details/9236315
ERICA 10,13887W,9572862,YCHV,112.1,105.5,16.2,8,6,4126,1717,5869,https://www.vesselfinder.com/vessels/details/9572862
CAROLINE,38337X,9286073,Oil tanker,333,318,58,31.25,22.5,161379,109344,308829,https://www.vesselfinder.com/vessels/details/9286073
