NAME,REGISTER,IMO,TYPE,LOA,LPP,B,H,T,GT,NT,DWT,Link
NERMEEN,39764Y,9322097,Oil tanker / Chemical tanker,120.85,20.4,11.5,8.71,2812,8562,13125,128.6,https://www.vesselfinder.com/vessels/details/9322097
FILIZ,43997A,9410911,Oil tanker / Chemical tanker,183,174.5,32.46,18.2,12.95,29338,14628,49999,https://www.vesselfinder.com/vessels/details/9410911
PACIFIC TRUST,22046Q,9677014,RAINBOW SHIPPING LIMITED,48.04,48.04,14,6.5,4.4,1187,356,1393,https://www.vesselfinder.com/vessels/details/9677014
ES EFFORT,16905C,9515448,Oil tanker / Chemical tanker,118,110,17.6,9,6.6,5105,2430,7618,https://www.vesselfinder.com/vessels/details/9515448
AEGEAN ACE,23002E,9038232,Oil tanker,74.25,69.3,11.2,4.51,875,1004,430,1680,https://www.vesselfinder.com/vessels/details/9038232
UNITAR,33879C,9505687,Oil tanker / Asphalt carrier / Chemical tanker,89.92,84.43,14.03,7.15,5.81,2996,898,3870,https://www.vesselfinder.com/vessels/details/9505687
CORALIUS,27517M,9769128,Liquefied gas carrier,99.6,90.44,17.84,12.6,5.7,5921,1776,3077,https://www.vesselfinder.com/vessels/details/9769128
ASTINA,06808C,9320063,SHZA,129.75,121.25,19.6,10.4,8.01,7636,3644,11283,https://www.vesselfinder.com/vessels/details/9320063
RAVA,34104W,9796743,Oil tanker,249.9,239,44,21.52,15.1,63802,35001,114385,https://www.vesselfinder.com/vessels/details/9796743
MAGDALENA,16049W,9434541,Liquefied gas carrier,97.24,89.9,16.5,7.2,5.41,3493,1048,3996,https://www.vesselfinder.com/vessels/details/9434541
ES ASPIRE,12208W,9417127,Oil tanker,106.4,99.6,18.6,10,7.8,5182,2593,8028,https://www.vesselfinder.com/vessels/details/9417127
GAZ REDSEA,02738D,9264192,Liquefied gas carrier,119.97,115,19,9.5,6.8,6694,2345,7930,https://www.vesselfinder.com/vessels/details/9264192
EASTERLY AS OMARIA,09367J,9363819,Oil tanker / Chemical tanker,145.5,137.92,23.7,13.35,9.66,11570,6052,19973,https://www.vesselfinder.com/vessels/details/9363819
SKY PHOENIX,03147X,9267986,Oil tanker / Chemical tanker,89.8,83,14.6,7.2,5.81,2690,1147,3604,https://www.vesselfinder.com/vessels/details/9267986
PERL,11362C,9503689,Oil tanker,115,109,17.6,8.8,6.8,4758,2321,7439,https://www.vesselfinder.com/vessels/details/9503689
MARIA IMMACULATA,16340N,9610339,Oil tanker / Chemical tanker,112.7,106,17.6,9.4,7.2,5422,2444,7616,https://www.vesselfinder.com/vessels/details/9610339
ENFORD,15723S,9475428,Oil tanker / Product tanker,144,134,23,8.8,3715,11271,4884,16788,https://www.vesselfinder.com/vessels/details/9475428
PROPONTIS,04727Q,9305623,Oil tanker,249.9,239,44,22.7,15.42,66919,34956,117055,https://www.vesselfinder.com/vessels/details/9305623
GAS ARIA,12058J,9392858,POPT,106,100.24,17.6,8.1,5.96,4484,1346,5349,https://www.vesselfinder.com/vessels/details/9392858
BAGHDAD,16417W,9345221,HNBD,128.6,120.4,20.4,11.5,8.7,8539,4117,13059,https://www.vesselfinder.com/vessels/details/9345221
YM NEPTUNE,12298U,9464106,Oil tanker / Chemical tanker,119.1,111.6,16.9,8.4,6.8,4829,2297,6970,https://www.vesselfinder.com/vessels/details/9464106
INEOS INSIGHT,24082D,9685425,Liquefied gas carrier,180.3,170.8,26.6,17.8,9.4,22887,6866,20918,https://www.vesselfinder.com/vessels/details/9685425
AYODEJI,04987X,9235701,Oil tanker / Chemical tanker,175.97,168,31,17.2,11.1,25382,9975,40083,https://www.vesselfinder.com/vessels/details/9235701
ELI AKASO,36474X,9164847,Oil tanker,333,318,58,31.25,22.53,160036,109604,310137,https://www.vesselfinder.com/vessels/details/9164847
ORCHID KEFALONIA,09368K,9363821,Oil tanker / Chemical tanker,145.5,137.92,23.7,13.35,9.66,11570,6052,19971,https://www.vesselfinder.com/vessels/details/9363821
MONTESPERANZA,18818G,9585871,Oil tanker,274,264,48,23.22,17,81468,51148,159179,https://www.vesselfinder.com/vessels/details/9585871
MEHMET A,11452A,9418822,Oil tanker / Chemical tanker,161.65,151.46,22.4,1280,9.7,12745,6809,20522,https://www.vesselfinder.com/vessels/details/9418822
PROMITHEAS,04726P,9305611,Oil tanker,249.9,239,44,22.7,15.42,66919,34956,117055,https://www.vesselfinder.com/vessels/details/9305611
TILDA KOSAN,00224V,9174359,Liquefied gas carrier,106.3,99.07,15.7,8.25,7.25,4693,1754,5992,https://www.vesselfinder.com/vessels/details/9174359
KATHRINE KOSAN,09349P,9366940,Liquefied gas carrier,126.7,119.3,20.4,11.8,9.3,9735,2920,11787,https://www.vesselfinder.com/vessels/details/9366940
LNG ROSENROT,36856N,9877133,Liquefied gas carrier,297.9,291.5,47.9,26.5,12.5,119891,35967,98936,https://www.vesselfinder.com/vessels/details/9877133
BIRDIE TRADER,26487S,9724099,Oil tanker / Chemical tanker,145.5,137,23.7,13.35,9.7,11729,6073,19822,https://www.vesselfinder.com/vessels/details/9724099
CHAMPION PULA,26870J,9341146,Oil tanker / Chemical tanker,182.43,174.8,32.2,17.5,12.26,27547,13893,46927,https://www.vesselfinder.com/vessels/details/9341146
NAUTICA KOTA TINGGI,16421B,9546722,Oil tanker,119.9,112,20,7.5,4012,7591,2835,9965,https://www.vesselfinder.com/vessels/details/9546722
ISRAA,09590B,9325960,Oil tanker / Chemical tanker,101.39,94.96,19.05,10.5,7,5581,2032,7319,https://www.vesselfinder.com/vessels/details/9325960
HABIP BAYRAK,11832N,9458183,Oil tanker / Chemical tanker,123.25,116.07,17.2,7.2,2014,5672,2604,8404,https://www.vesselfinder.com/vessels/details/9458183
HERMES,36712G,9515357,Oil tanker,120.11,112,18,9.4,7,5614,2538,8125,https://www.vesselfinder.com/vessels/details/9515357
SPICA,34788Q,9273636,Chemical tanker,183,173.9,32.2,19.1,12.23,30018,11781,46177,https://www.vesselfinder.com/vessels/details/9273636
ECO ALICE,37360L,9892779,Liquefied gas carrier,114.97,110,19.2,9,6.8,6242,2095,6812,https://www.vesselfinder.com/vessels/details/9892779
AKRA 101,33066T,9835903,Oil tanker,99.9,95.62,20,6.8,5,4158,1507,5600,https://www.vesselfinder.com/vessels/details/9835903
INEOS INVENTION,29158V,9771511,Liquefied gas carrier,180.3,170.8,26.6,17.8,9.4,22887,6866,20738,https://www.vesselfinder.com/vessels/details/9771511
LANDBRIDGE PROSPERITY,27797R,9727223,Oil tanker,332.95,323.6,60,30,21.8,162800,101957,308285,https://www.vesselfinder.com/vessels/details/9727223
TOTAL ENERGY,07472Y,9302657,Oil tanker,182.55,175,27.34,16.7,11.21,23519,10542,37255,https://www.vesselfinder.com/vessels/details/9302657
SEA KING,25308L,9326641,Oil tanker / Chemical tanker,128.6,120.4,20.4,11.5,8.7,8503,4117,13105,https://www.vesselfinder.com/vessels/details/9326641
GAS ATTAKA,19211J,9629433,Liquefied gas carrier,99,92.6,16.5,7.2,5,3930,1179,3200,https://www.vesselfinder.com/vessels/details/9629433
BOYKA II,990P04,9178068,Product tanker,182.5,172,32.2,19.1,12.65,28546,12369,47053,https://www.vesselfinder.com/vessels/details/9178068
SOLAR CLAIRE,37068T,9882425,Oil tanker / Chemical tanker,183,173.82,32.2,19.1,13.3,29591,13881,49990,https://www.vesselfinder.com/vessels/details/9882425
OLYMPIC TROPHY,27861L,9445461,Oil tanker,339.76,327,60.04,31,22.28,170611,102595,320159,https://www.vesselfinder.com/vessels/details/9445461
VS SALOME,09820B,9382114,Oil tanker / Chemical tanker,112.93,17.2,8.8,6.86,1952,5039,2398,7915,https://www.vesselfinder.com/vessels/details/9382114
NIRETA,43810W,9237785,Oil tanker,333.04,319,60,30.5,22.52,164292,106811,316476,https://www.vesselfinder.com/vessels/details/9237785
CHEIKH EL MOKRANI,07301N,9324332,Liquefied gas carrier,220,212.81,35,22.55,9.75,52855,15856,39520,https://www.vesselfinder.com/vessels/details/9324332
ORIENTAL RIDER,26979C,9622069,Oil tanker / Chemical tanker,177.21,168,29,14.4,9.5,20572,8555,29745,https://www.vesselfinder.com/vessels/details/9622069
TSYS,11504G,9711054,Oil tanker,114.9,108.9,18,9.4,7.42,5366,2398,8712,https://www.vesselfinder.com/vessels/details/9711054
HONG KONG SPIRIT,21289S,9602289,Oil tanker,333,320,60,30.5,22.5,166231,107950,299999,https://www.vesselfinder.com/vessels/details/9602289
REMY,32995R,9247431,Oil tanker,269,45.7,24.4,16,6939,79668,48784,151693,https://www.vesselfinder.com/vessels/details/9247431
TATIANA,44155W,9340128,Oil tanker / Chemical tanker,183,174.5,27.4,16.81,11.62,24112,11118,38396,https://www.vesselfinder.com/vessels/details/9340128
BOMAR MARS,07756H,9377030,Oil tanker / Chemical tanker,107.34,100,15.8,8.25,6.5,3999,1904,6167,https://www.vesselfinder.com/vessels/details/9377030
ASTRAL,08678K,9371878,SLHJ,129.75,121.25,19.6,10.4,8,7636,3644,11317,https://www.vesselfinder.com/vessels/details/9371878
SAN BIAGIO,27223S,9753820,Oil tanker / Asphalt carrier / Chemical tanker,108,103.5,17.2,9,6,4703,1411,4968,https://www.vesselfinder.com/vessels/details/9753820
CETO,33200P,9305348,Oil tanker,179.8,171,32.2,18.8,12.12,27972,12193,45729,https://www.vesselfinder.com/vessels/details/9305348
MRC SEDEF,43393T,9335032,Oil tanker / Chemical tanker,183.2,174,32.2,18.8,12.2,29586,12056,45951,https://www.vesselfinder.com/vessels/details/9335032
ZETA I,11277K,9539676,Oil tanker,103,96.5,16,8.7,6.5,4048,1940,6450,https://www.vesselfinder.com/vessels/details/9539676
MERIT,34649P,9656436,Oil tanker,46,42.75,12,4.7,3.6,662,210,787,https://www.vesselfinder.com/vessels/details/9656436
LENA,12273S,9538854,Oil tanker,96.01,94.9,19.05,6.5,3512,5574,1999,7079,https://www.vesselfinder.com/vessels/details/9538854
VIRGEN DEL CISNE,40042B,9428372,Oil tanker / Chemical tanker,183,175,32.2,19.1,13.1,30045,13435,50078,https://www.vesselfinder.com/vessels/details/9428372
JAMUNA GAS 2,39671X,9142277,Jamuna Spacetech Joint Venture Ltd,69.92,65.3,13,6.2,4.5,1199,800,1499,https://www.vesselfinder.com/vessels/details/9142277
GLORIA MARIS,38095K,9899997,Oil tanker,274.3,269.9,48,23.2,17.15,82891,52005,156620,https://www.vesselfinder.com/vessels/details/9899997
KORSARO,09500D,9373137,IBES,169.9,159.78,25.4,14.9,10.55,17644,8082,25997,https://www.vesselfinder.com/vessels/details/9373137
ABC TRADER,25575B,9340922,Oil tanker / Chemical tanker,116.5,109,20,11.7,8.4,7687,3266,11255,https://www.vesselfinder.com/vessels/details/9340922
RAMONA,03737P,9271896,Oil tanker / Chemical tanker,144,135.75,21.5,12.5,9.75,11548,5553,17592,https://www.vesselfinder.com/vessels/details/9271896
SAMBA,04411W,9310305,Oil tanker / Chemical tanker,140,134,23,12.4,9.52,11118,5573,19117,https://www.vesselfinder.com/vessels/details/9310305
TMN PIONEER,10874W,9529944,Oil tanker / Chemical tanker,101.39,94.96,19.05,7,3512,5683,2032,7124,https://www.vesselfinder.com/vessels/details/9529944
